field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36
158937,20900524,2422,1610612741,John,Salmons,23,3,8,0.375,3,5,0.6,1,2,0.5,0,1,3,0,0,1,0,10,A,L,2009,1610612749,0,0,0,0,0,0,0,0,23,28,6,0,0,3,1,15.65217391,1.565217391,4.695652174,0,0
158961,20900525,1938,1610612759,Manu,Ginobili,34,5,12,0.417,1,4,0.25,1,1,1,1,4,7,2,2,3,0,12,H,L,2009,1610612742,0,0,0,0,8,0,0,0,33,57,-21,0,0,0,5,12.70588235,5.294117647,7.411764706,2.117647059,0
158964,20900525,2400,1610612742,Drew,Gooden,18,5,7,0.714,0,0,0,0,0,0,4,4,1,2,0,0,1,10,A,W,2009,1610612759,0,0,0,0,10,2,0,0,17,34,4,0,2,6,8,20,16,2,0,0
158965,20900525,2427,1610612759,Roger,Mason,24,3,5,0.6,2,3,0.667,0,1,0,0,1,2,0,0,1,1,8,H,L,2009,1610612742,0,0,0,0,0,0,0,0,23,48,-1,0,0,2,1,12,1.5,3,0,0
158978,20900526,2405,1610612756,Amar'e,Stoudemire,41,8,17,0.471,0,0,0,2,3,0.667,5,13,0,5,0,2,3,18,H,L,2009,1610612748,0,0,0,0,10,0,0,1,41,6,1,2,4,4,18,15.80487805,15.80487805,0,0,1.756097561
158984,20900526,200811,1610612756,Louis,Amundson,16,0,1,0,0,1,0,1,2,0.5,2,3,0,2,0,1,3,1,H,L,2009,1610612748,0,0,0,0,0,0,0,0,15,37,-10,0,0,1,5,2.25,11.25,0,0,0
159016,20900528,2403,1610612743,Nene,Hilario,31,6,9,0.667,0,0,0,8,10,0.8,0,4,3,5,0,2,0,20,H,W,2009,1610612739,0,0,0,0,10,0,0,0,30,53,7,0,4,0,4,23.22580645,4.64516129,3.483870968,0,0
159032,20900529,2804,1610612758,Andres,Nocioni,27,3,11,0.273,0,5,0,4,4,1,0,4,0,3,0,0,1,10,A,L,2009,1610612744,0,0,0,0,4,2,0,0,26,41,2,0,0,0,4,13.33333333,5.333333333,0,0,0
159037,20900529,201228,1610612744,CJ,Watson,19,3,6,0.5,0,1,0,0,1,0,0,4,2,1,2,2,0,6,H,W,2009,1610612758,0,0,0,0,4,4,0,0,18,52,-7,0,4,0,4,11.36842105,7.578947368,3.789473684,3.789473684,0
159052,20900530,2436,1610612766,Ronald,Murray,20,4,8,0.5,2,3,0.667,4,4,1,1,1,1,1,0,4,1,14,H,W,2009,1610612763,0,0,0,0,4,7,0,0,20,23,-7,1,3,0,2,25.2,3.6,1.8,0,1.8
159079,20900531,200755,1610612753,JJ,Redick,37,7,12,0.583,3,6,0.5,0,0,0,1,3,2,4,0,1,1,17,H,W,2009,1610612737,0,0,0,0,6,2,0,0,37,25,20,0,6,5,4,16.54054054,3.891891892,1.945945946,0,0
159089,20900532,2404,1610612765,Chris,Wilcox,13,2,2,1,0,0,0,1,1,1,0,1,1,2,1,2,0,5,H,L,2009,1610612755,0,0,0,0,4,0,0,0,12,52,-1,0,0,0,1,13.84615385,2.769230769,2.769230769,2.769230769,0
159090,20900532,2419,1610612765,Tayshaun,Prince,10,1,3,0.333,0,0,0,0,0,0,0,1,0,0,0,0,0,2,H,L,2009,1610612755,0,0,0,0,0,0,0,0,10,1,-10,0,0,0,1,7.2,3.6,0,0,0
159106,20900533,2422,1610612741,John,Salmons,29,6,10,0.6,1,1,1,1,1,1,0,3,4,1,0,1,0,14,H,W,2009,1610612750,0,0,0,0,6,0,0,0,29,3,19,0,2,0,3,17.37931034,3.724137931,4.965517241,0,0
159107,20900533,2457,1610612741,Jannero,Pargo,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,H,W,2009,1610612750,0,0,0,0,0,0,0,0,3,2,-4,0,0,0,0,0,0,0,0,0
159129,20900534,2399,1610612754,Mike,Dunleavy,26,2,8,0.25,1,5,0.2,3,3,1,1,4,1,1,0,2,0,8,A,L,2009,1610612760,0,0,0,0,2,0,0,0,26,14,10,1,3,0,5,11.07692308,6.923076923,1.384615385,0,1.384615385
159154,20900535,2246,1610612762,Mehmet,Okur,26,4,10,0.4,0,0,0,6,6,1,1,4,2,1,0,1,1,14,A,W,2009,1610612742,0,0,0,0,8,4,0,0,26,20,12,1,4,0,5,19.38461538,6.923076923,2.769230769,0,1.384615385
159155,20900535,2430,1610612762,Carlos,Boozer,34,6,14,0.429,0,0,0,3,4,0.75,1,6,4,4,1,1,0,15,A,W,2009,1610612742,0,0,0,0,12,0,0,0,34,7,2,2,1,4,7,15.88235294,7.411764706,4.235294118,1.058823529,2.117647059
159160,20900535,101139,1610612762,CJ,Miles,19,3,8,0.375,1,4,0.25,1,2,0.5,0,2,0,2,0,0,0,8,A,W,2009,1610612742,0,0,0,0,2,0,0,0,18,50,12,0,2,2,2,15.15789474,3.789473684,0,0,0
159172,20900536,2407,1610612752,Jared,Jeffries,39,4,10,0.4,0,2,0,4,5,0.8,2,4,2,3,0,2,2,12,A,L,2009,1610612745,0,0,0,0,8,0,0,0,38,54,-13,2,0,6,6,11.07692308,5.538461538,1.846153846,0,1.846153846
159193,20900537,2403,1610612743,Nene,Hilario,37,4,9,0.444,0,0,0,0,0,0,2,4,1,4,0,2,0,8,A,L,2009,1610612758,0,0,0,0,6,0,0,0,36,43,-11,1,4,2,6,7.783783784,5.837837838,0.972972973,0,0.972972973
159196,20900537,2804,1610612758,Andres,Nocioni,10,1,4,0.25,1,1,1,0,0,0,0,1,0,1,1,1,0,3,H,W,2009,1610612743,0,0,0,0,0,0,0,0,9,43,-10,0,0,0,1,10.8,3.6,0,3.6,0
159232,20900539,2406,1610612764,Caron,Butler,43,5,13,0.385,0,0,0,2,2,1,0,6,6,4,2,3,0,12,H,L,2009,1610612740,0,0,0,0,2,0,0,0,43,19,-3,1,0,0,6,10.04651163,5.023255814,5.023255814,1.674418605,0.837209302
159234,20900539,2484,1610612740,Devin,Brown,30,3,8,0.375,2,6,0.333,2,4,0.5,1,2,1,3,2,1,1,10,A,W,2009,1610612764,0,0,0,0,2,2,0,0,29,53,-5,0,2,0,3,12,3.6,1.2,2.4,0
159252,20900540,2446,1610612746,Rasual,Butler,39,4,8,0.5,2,4,0.5,3,4,0.75,0,2,1,1,0,1,1,13,H,W,2009,1610612748,0,0,0,0,0,0,0,0,39,19,-4,1,0,0,2,12,1.846153846,0.923076923,0,0.923076923
159267,20900541,1938,1610612759,Manu,Ginobili,26,6,11,0.545,1,3,0.333,8,8,1,0,3,3,0,1,3,0,21,H,W,2009,1610612751,0,0,0,0,4,0,0,0,26,25,16,0,0,7,3,29.07692308,4.153846154,4.153846154,1.384615385,0
159272,20900541,2409,1610612759,Marcus,Haislip,2,0,1,0,0,0,0,1,2,0.5,0,1,0,0,0,0,0,1,H,W,2009,1610612751,0,0,0,0,0,0,0,0,2,7,2,0,0,0,1,18,18,0,0,0
159273,20900541,2427,1610612759,Roger,Mason,21,3,8,0.375,1,3,0.333,0,0,0,0,2,0,2,1,1,0,7,H,W,2009,1610612751,0,0,0,0,0,0,0,0,20,41,9,1,0,0,2,12,3.428571429,0,1.714285714,1.714285714
159279,20900541,201146,1610612751,Jianlian,Yi,38,4,17,0.235,0,1,0,8,10,0.8,4,4,1,3,0,1,0,16,A,L,2009,1610612759,0,0,0,0,6,0,0,0,37,47,-4,1,0,3,8,15.15789474,7.578947368,0.947368421,0,0.947368421
159331,20900544,2399,1610612754,Mike,Dunleavy,28,5,10,0.5,1,4,0.25,4,5,0.8,0,5,0,1,1,2,0,15,H,W,2009,1610612761,0,0,0,0,4,3,0,0,28,7,8,0,0,0,5,19.28571429,6.428571429,0,1.285714286,0
159354,20900545,2484,1610612740,Devin,Brown,26,3,9,0.333,0,0,0,0,0,0,1,1,2,2,0,2,0,6,A,L,2009,1610612755,0,0,0,0,6,4,0,0,25,40,-20,1,2,2,2,8.307692308,2.769230769,2.769230769,0,1.384615385
159392,20900547,2404,1610612765,Chris,Wilcox,27,5,9,0.556,0,0,0,0,0,0,4,2,1,3,1,1,0,10,A,L,2009,1610612741,0,0,0,0,4,0,0,0,26,56,-30,0,0,0,6,13.33333333,8,1.333333333,1.333333333,0
159393,20900547,2422,1610612741,John,Salmons,34,6,10,0.6,4,6,0.667,1,2,0.5,1,4,3,3,0,1,0,17,H,W,2009,1610612765,0,0,0,0,4,3,0,0,33,48,27,0,5,0,5,18,5.294117647,3.176470588,0,0
159394,20900547,2457,1610612741,Jannero,Pargo,18,3,10,0.3,1,5,0.2,2,2,1,0,0,3,0,0,4,0,9,H,W,2009,1610612765,0,0,0,0,2,2,0,0,18,15,-5,0,2,2,0,18,0,6,0,0
159412,20900548,2407,1610612752,Jared,Jeffries,29,3,5,0.6,1,1,1,1,2,0.5,3,0,2,2,1,3,1,8,A,L,2009,1610612760,0,0,0,0,4,0,0,0,28,58,-17,1,0,4,3,9.931034483,3.724137931,2.482758621,1.24137931,1.24137931
159436,20900549,2403,1610612743,Nene,Hilario,35,5,8,0.625,0,0,0,3,7,0.429,1,5,2,4,3,2,2,13,H,W,2009,1610612750,0,0,0,0,8,3,0,0,35,0,1,1,2,2,6,13.37142857,6.171428571,2.057142857,3.085714286,1.028571429
159457,20900550,2405,1610612756,Amar'e,Stoudemire,39,11,19,0.579,0,0,0,1,2,0.5,1,9,1,4,0,3,0,23,H,W,2009,1610612749,0,0,0,0,16,4,0,1,39,8,12,0,2,4,10,21.23076923,9.230769231,0.923076923,0,0
159465,20900550,200811,1610612756,Louis,Amundson,11,1,2,0.5,0,0,0,0,0,0,2,1,0,2,0,0,1,2,H,W,2009,1610612749,0,0,0,0,2,0,0,0,10,44,-8,0,0,0,3,6.545454545,9.818181818,0,0,0
159477,20900551,2246,1610612762,Mehmet,Okur,24,4,8,0.5,2,3,0.667,3,3,1,0,4,4,1,0,0,5,13,H,W,2009,1610612748,0,0,0,0,2,0,0,0,24,30,11,1,0,0,4,19.5,6,6,0,1.5
159479,20900551,2430,1610612762,Carlos,Boozer,35,11,15,0.733,0,0,0,3,5,0.6,0,11,0,2,3,4,0,25,H,W,2009,1610612748,0,0,0,0,18,8,0,1,35,23,29,0,3,0,11,25.71428571,11.31428571,0,3.085714286,0
159510,20900552,201228,1610612744,CJ,Watson,14,0,3,0,0,1,0,1,2,0.5,0,1,1,0,0,0,0,1,H,L,2009,1610612739,0,0,0,0,0,0,0,0,14,14,8,0,1,0,1,2.571428571,2.571428571,2.571428571,0,0
159522,20900553,2436,1610612766,Ronald,Murray,27,6,12,0.5,1,3,0.333,1,1,1,0,2,1,2,0,0,1,14,H,W,2009,1610612745,0,0,0,0,8,0,0,0,27,4,8,0,7,0,2,18.66666667,2.666666667,1.333333333,0,0
159540,20900554,2404,1610612765,Chris,Wilcox,17,3,6,0.5,0,0,0,2,4,0.5,1,2,0,3,0,1,0,8,A,W,2009,1610612764,0,0,0,0,6,2,0,0,16,56,-2,1,0,2,3,16.94117647,6.352941176,0,0,2.117647059
159541,20900554,2406,1610612764,Caron,Butler,44,7,17,0.412,0,2,0,0,0,0,0,4,2,3,1,1,1,14,H,L,2009,1610612765,0,0,0,0,0,0,0,0,44,17,-3,1,2,0,4,11.45454545,3.272727273,1.636363636,0.818181818,0.818181818
159557,20900555,2446,1610612746,Rasual,Butler,32,2,7,0.286,1,5,0.2,0,1,0,0,1,0,3,1,1,0,5,A,L,2009,1610612763,0,0,0,0,2,0,0,0,32,10,-3,0,3,0,1,5.625,1.125,0,1.125,0
159578,20900556,1938,1610612759,Manu,Ginobili,25,3,6,0.5,2,5,0.4,1,3,0.333,0,2,6,4,1,0,0,9,H,W,2009,1610612747,0,0,0,0,2,0,0,0,25,27,15,0,0,5,2,12.96,2.88,8.64,1.44,0
159581,20900556,2409,1610612759,Marcus,Haislip,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3,H,W,2009,1610612747,0,0,0,0,0,0,0,0,1,37,8,0,0,0,1,54,18,0,0,0
159582,20900556,2427,1610612759,Roger,Mason,17,4,9,0.444,1,3,0.333,0,0,0,1,1,1,0,0,1,0,9,H,W,2009,1610612747,0,0,0,0,0,2,0,0,17,28,14,1,2,2,2,19.05882353,4.235294118,2.117647059,0,2.117647059
159601,20900557,2804,1610612758,Andres,Nocioni,19,3,8,0.375,2,4,0.5,0,0,0,0,2,1,2,0,0,0,8,H,L,2009,1610612753,0,0,0,0,2,2,0,0,19,29,-10,1,0,0,2,15.15789474,3.789473684,1.894736842,0,1.894736842
159603,20900557,200755,1610612753,JJ,Redick,38,2,9,0.222,0,6,0,4,4,1,1,2,3,4,0,1,0,8,A,W,2009,1610612758,0,0,0,0,2,0,0,0,37,56,14,0,0,2,3,7.578947368,2.842105263,2.842105263,0,0
159621,20900558,2406,1610612764,Caron,Butler,42,6,18,0.333,1,1,1,2,2,1,2,9,3,3,0,3,0,15,A,L,2009,1610612737,0,0,0,0,6,0,0,1,42,14,-1,2,2,4,11,12.85714286,9.428571429,2.571428571,0,1.714285714
159636,20900559,2399,1610612754,Mike,Dunleavy,26,9,14,0.643,4,7,0.571,8,8,1,2,1,1,2,0,0,1,30,H,W,2009,1610612756,0,0,0,0,6,2,0,0,26,25,14,0,0,2,3,41.53846154,4.153846154,1.384615385,0,0
159637,20900559,2405,1610612756,Amar'e,Stoudemire,36,8,16,0.5,0,0,0,5,7,0.714,0,5,1,5,0,0,1,21,A,L,2009,1610612754,0,0,0,0,12,0,0,0,36,25,-17,2,5,2,5,21,5,1,0,2
159644,20900559,200811,1610612756,Louis,Amundson,16,4,6,0.667,0,0,0,2,5,0.4,3,2,1,4,1,1,2,10,A,L,2009,1610612754,0,0,0,0,6,0,0,0,15,50,3,1,2,5,5,22.5,11.25,2.25,2.25,2.25
159657,20900560,2407,1610612752,Jared,Jeffries,43,6,9,0.667,1,3,0.333,2,4,0.5,4,5,3,3,2,2,1,15,A,W,2009,1610612755,0,0,0,0,10,0,0,0,43,26,8,1,4,6,9,12.55813953,7.534883721,2.511627907,1.674418605,0.837209302
159684,20900561,201146,1610612751,Jianlian,Yi,33,6,12,0.5,1,2,0.5,6,7,0.857,0,3,0,2,0,1,0,19,H,L,2009,1610612738,0,0,0,0,0,0,0,0,33,29,-21,1,5,0,3,20.72727273,3.272727273,0,0,1.090909091
159700,20900562,2446,1610612746,Rasual,Butler,31,4,8,0.5,0,0,0,0,0,0,0,2,3,1,0,0,0,8,A,L,2009,1610612740,0,0,0,0,2,0,0,0,31,29,-5,0,0,0,2,9.290322581,2.322580645,3.483870968,0,0
159701,20900562,2484,1610612740,Devin,Brown,29,5,13,0.385,0,7,0,0,0,0,0,2,0,2,0,1,0,10,H,W,2009,1610612746,0,0,0,0,10,4,0,0,29,18,17,1,2,2,2,12.4137931,2.482758621,0,0,1.24137931
159715,20900563,1938,1610612759,Manu,Ginobili,30,0,10,0,0,4,0,2,2,1,2,2,7,4,3,2,1,2,A,W,2009,1610612760,0,0,0,0,0,0,0,0,30,17,5,0,0,0,4,2.4,4.8,8.4,3.6,0
159719,20900563,2427,1610612759,Roger,Mason,28,2,8,0.25,1,4,0.25,0,0,0,0,3,2,1,1,2,0,5,A,W,2009,1610612760,0,0,0,0,0,0,0,0,27,39,1,0,0,0,3,6.428571429,3.857142857,2.571428571,1.285714286,0
159740,20900564,2400,1610612742,Drew,Gooden,20,3,5,0.6,0,0,0,2,2,1,3,2,0,2,0,0,0,8,H,L,2009,1610612747,0,0,0,0,6,0,0,0,19,44,-5,0,0,2,5,14.4,9,0,0,0
159778,20900566,2403,1610612743,Nene,Hilario,28,7,11,0.636,0,0,0,0,0,0,1,8,3,3,0,0,1,14,H,W,2009,1610612753,0,0,0,0,6,0,0,0,28,22,18,1,4,2,9,18,11.57142857,3.857142857,0,1.285714286
159789,20900566,200755,1610612753,JJ,Redick,34,2,9,0.222,2,6,0.333,7,7,1,0,1,3,1,2,1,0,13,A,L,2009,1610612743,0,0,0,0,0,0,0,0,33,55,-19,1,3,0,1,13.76470588,1.058823529,3.176470588,2.117647059,1.058823529
159796,20900567,2429,1610612749,Dan,Gadzuric,14,2,4,0.5,0,0,0,3,5,0.6,3,5,0,4,1,1,0,7,A,L,2009,1610612757,0,0,0,0,2,0,0,0,13,36,16,1,2,4,8,18,20.57142857,0,2.571428571,2.571428571
159826,20900568,201228,1610612744,CJ,Watson,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2009,1610612748,0,0,0,0,0,0,0,0,4,34,-7,0,0,0,0,0,0,0,0,0
159838,20900569,2422,1610612741,John,Salmons,33,2,9,0.222,1,2,0.5,0,0,0,1,4,0,1,0,0,0,5,A,W,2009,1610612738,0,0,0,0,2,0,0,0,32,38,2,0,2,0,5,5.454545455,5.454545455,0,0,0
159839,20900569,2457,1610612741,Jannero,Pargo,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,A,W,2009,1610612738,0,0,0,0,0,0,0,0,1,51,-2,0,0,0,0,0,0,18,0,0
159857,20900570,2246,1610612762,Mehmet,Okur,30,4,10,0.4,2,4,0.5,3,4,0.75,2,6,0,2,0,1,0,13,H,W,2009,1610612739,0,0,0,0,2,0,0,0,29,46,-1,0,5,0,8,15.6,9.6,0,0,0
159858,20900570,2430,1610612762,Carlos,Boozer,39,6,18,0.333,0,0,0,7,7,1,3,10,6,6,2,3,0,19,H,W,2009,1610612739,0,0,0,0,10,0,0,1,39,1,-3,2,7,4,13,17.53846154,12,5.538461538,1.846153846,1.846153846
159865,20900570,101139,1610612762,CJ,Miles,15,3,8,0.375,0,3,0,0,0,0,0,0,2,3,2,1,0,6,H,W,2009,1610612739,0,0,0,0,2,2,0,0,15,23,14,0,2,2,0,14.4,0,4.8,4.8,0
159878,20900571,1938,1610612759,Manu,Ginobili,28,4,11,0.364,1,5,0.2,2,2,1,1,2,6,1,0,1,0,11,A,L,2009,1610612766,0,0,0,0,4,0,0,0,28,5,-9,0,0,0,3,14.14285714,3.857142857,7.714285714,0,0
159883,20900571,2409,1610612759,Marcus,Haislip,9,1,4,0.25,0,2,0,0,0,0,0,0,0,1,0,1,0,2,A,L,2009,1610612766,0,0,0,0,2,0,0,0,9,16,-3,1,0,0,0,8,0,0,0,4
159884,20900571,2427,1610612759,Roger,Mason,20,3,10,0.3,2,7,0.286,0,2,0,0,3,1,1,0,0,0,8,A,L,2009,1610612766,0,0,0,0,2,0,0,0,20,13,-12,1,3,3,3,14.4,5.4,1.8,0,1.8
159885,20900571,2436,1610612766,Ronald,Murray,26,3,13,0.231,0,3,0,5,6,0.833,0,2,1,3,0,1,0,11,H,W,2009,1610612759,0,0,0,0,2,2,0,0,25,58,14,2,0,1,2,15.23076923,2.769230769,1.384615385,0,2.769230769
159905,20900572,2804,1610612758,Andres,Nocioni,6,0,2,0,0,1,0,2,2,1,0,0,0,1,0,0,0,2,A,L,2009,1610612755,0,0,0,0,0,2,0,0,5,37,-2,0,0,0,0,12,0,0,0,0
159926,20900573,2405,1610612756,Amar'e,Stoudemire,39,9,21,0.429,0,0,0,10,14,0.714,5,9,1,3,0,3,0,28,A,L,2009,1610612737,0,0,0,0,16,2,0,1,38,35,1,3,2,6,14,25.84615385,12.92307692,0.923076923,0,2.769230769
159931,20900573,200811,1610612756,Louis,Amundson,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,A,L,2009,1610612737,0,0,0,0,2,0,0,0,5,29,-8,0,0,0,1,14.4,7.2,0,0,0
159942,20900574,2406,1610612764,Caron,Butler,56,10,26,0.385,1,5,0.2,6,6,1,1,7,2,5,1,1,1,27,A,L,2009,1610612741,0,0,0,0,8,0,0,0,55,56,4,1,0,4,8,17.35714286,5.142857143,1.285714286,0.642857143,0.642857143
159943,20900574,2422,1610612741,John,Salmons,42,4,10,0.4,1,3,0.333,3,4,0.75,0,8,3,3,1,0,0,12,H,W,2009,1610612764,0,0,0,0,6,2,0,0,41,35,3,0,0,4,8,10.28571429,6.857142857,2.571428571,0.857142857,0
159944,20900574,2457,1610612741,Jannero,Pargo,5,0,1,0,0,1,0,2,2,1,0,1,0,0,0,0,0,2,H,W,2009,1610612764,0,0,0,0,0,0,0,0,5,9,0,0,0,0,1,14.4,7.2,0,0,0
159962,20900575,2404,1610612765,Chris,Wilcox,13,0,1,0,0,0,0,3,4,0.75,0,1,1,4,0,1,0,3,H,W,2009,1610612740,0,0,0,0,0,3,0,0,12,50,4,0,2,0,1,8.307692308,2.769230769,2.769230769,0,0
159964,20900575,2484,1610612740,Devin,Brown,21,0,3,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,A,L,2009,1610612765,0,0,0,0,0,0,0,0,21,8,-16,0,0,0,0,0,0,3.428571429,0,0
160004,20900577,2399,1610612754,Mike,Dunleavy,18,5,8,0.625,1,3,0.333,3,3,1,0,2,2,2,0,2,1,14,A,W,2009,1610612751,0,0,0,0,8,2,0,0,18,28,6,0,0,0,2,28,4,4,0,0
160013,20900577,201146,1610612751,Jianlian,Yi,35,5,13,0.385,0,0,0,7,8,0.875,3,7,0,3,0,0,0,17,H,L,2009,1610612754,0,0,0,0,4,1,0,1,34,43,-5,1,0,4,10,17.48571429,10.28571429,0,0,1.028571429
160025,20900578,2407,1610612752,Jared,Jeffries,31,1,3,0.333,0,1,0,2,2,1,4,6,2,5,1,0,0,4,H,L,2009,1610612761,0,0,1,0,2,0,0,0,30,51,0,0,2,2,10,4.64516129,11.61290323,2.322580645,1.161290323,0
160044,20900579,2400,1610612742,Drew,Gooden,18,0,1,0,0,0,0,6,6,1,1,4,0,3,0,2,1,6,H,W,2009,1610612760,0,0,0,0,0,2,0,0,18,20,1,0,0,2,5,12,10,0,0,0
160101,20900582,2446,1610612746,Rasual,Butler,24,2,8,0.25,0,3,0,3,4,0.75,0,0,1,2,2,0,0,7,A,L,2009,1610612747,0,0,0,0,2,2,0,0,23,50,-26,1,0,1,0,10.5,0,1.5,3,1.5
160129,20900583,200755,1610612753,JJ,Redick,26,4,8,0.5,0,2,0,2,3,0.667,0,3,3,1,1,2,0,10,A,L,2009,1610612757,0,0,0,0,4,0,0,0,26,18,0,0,0,2,3,13.84615385,4.153846154,4.153846154,1.384615385,0
160143,20900584,2405,1610612756,Amar'e,Stoudemire,29,6,12,0.5,0,0,0,7,7,1,3,4,1,3,0,0,3,19,A,L,2009,1610612766,0,0,0,0,10,0,0,0,28,43,-33,0,0,2,7,23.5862069,8.689655172,1.24137931,0,0
160144,20900584,2436,1610612766,Ronald,Murray,16,3,10,0.3,1,2,0.5,0,0,0,0,1,1,1,2,1,0,7,H,W,2009,1610612756,0,0,0,0,4,5,0,0,16,7,9,0,2,0,1,15.75,2.25,2.25,4.5,0
160150,20900584,200811,1610612756,Louis,Amundson,19,2,3,0.667,0,0,0,1,2,0.5,1,6,2,0,0,2,1,5,A,L,2009,1610612766,0,0,0,0,4,0,0,0,19,17,7,0,1,3,7,9.473684211,13.26315789,3.789473684,0,0
160163,20900585,2399,1610612754,Mike,Dunleavy,30,2,8,0.25,0,5,0,4,7,0.571,0,4,0,1,0,0,1,8,H,L,2009,1610612740,0,0,0,0,4,0,0,0,30,24,-5,0,1,1,4,9.6,4.8,0,0,0
160165,20900585,2484,1610612740,Devin,Brown,19,1,4,0.25,1,3,0.333,0,0,0,1,3,0,3,0,0,0,3,A,W,2009,1610612754,0,0,0,0,0,0,0,0,19,13,0,0,0,0,4,5.684210526,7.578947368,0,0,0
160185,20900586,2406,1610612764,Caron,Butler,34,6,12,0.5,1,3,0.333,6,7,0.857,1,5,1,3,1,1,0,19,H,W,2009,1610612758,0,0,0,0,6,5,0,0,33,33,7,1,5,0,6,20.11764706,6.352941176,1.058823529,1.058823529,1.058823529
160188,20900586,2804,1610612758,Andres,Nocioni,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,L,2009,1610612764,0,0,0,0,0,0,0,0,4,10,5,1,0,0,0,0,0,0,0,9
160205,20900587,2404,1610612765,Chris,Wilcox,16,7,9,0.778,0,0,0,0,0,0,4,6,1,1,0,2,1,14,H,W,2009,1610612752,0,0,0,0,14,0,0,1,16,21,-2,0,0,8,10,31.5,22.5,2.25,0,0
160206,20900587,2407,1610612752,Jared,Jeffries,33,1,3,0.333,0,0,0,2,3,0.667,2,3,0,4,2,2,2,4,A,L,2009,1610612765,0,0,0,0,2,2,0,0,32,32,-10,0,0,2,5,4.363636364,5.454545455,0,2.181818182,0
160220,20900588,1938,1610612759,Manu,Ginobili,27,3,10,0.3,3,5,0.6,0,2,0,2,2,7,2,2,0,1,9,A,L,2009,1610612763,0,0,0,0,0,0,0,0,26,48,-4,1,3,0,4,12,5.333333333,9.333333333,2.666666667,1.333333333
160225,20900588,2409,1610612759,Marcus,Haislip,4,2,5,0.4,0,0,0,0,0,0,3,0,0,1,0,1,0,4,A,L,2009,1610612763,0,0,0,0,4,0,0,0,4,26,4,1,0,4,3,36,27,0,0,9
160226,20900588,2427,1610612759,Roger,Mason,19,7,14,0.5,3,6,0.5,0,0,0,0,1,0,2,1,1,0,17,A,L,2009,1610612763,0,0,0,0,2,8,0,0,19,22,-11,0,5,2,1,32.21052632,1.894736842,0,1.894736842,0
160262,20900590,2246,1610612762,Mehmet,Okur,27,5,12,0.417,1,4,0.25,4,6,0.667,1,11,2,4,1,2,1,15,H,W,2009,1610612749,0,0,0,0,6,0,0,1,26,54,12,0,1,2,12,20,16,2.666666667,1.333333333,0
160264,20900590,2429,1610612749,Dan,Gadzuric,5,1,1,1,0,0,0,1,2,0.5,0,1,0,1,0,0,0,3,A,L,2009,1610612762,0,0,0,0,2,1,0,0,4,52,3,0,0,0,1,21.6,7.2,0,0,0
160265,20900590,2430,1610612762,Carlos,Boozer,36,5,13,0.385,0,0,0,3,4,0.75,1,11,4,3,4,6,0,13,H,W,2009,1610612749,0,0,0,0,6,0,0,1,36,30,13,2,1,2,12,13,12,4,4,2
160272,20900590,101139,1610612762,CJ,Miles,23,8,11,0.727,2,3,0.667,1,3,0.333,0,0,1,2,2,0,0,19,H,W,2009,1610612749,0,0,0,0,6,6,0,0,22,47,8,0,12,3,0,29.73913043,0,1.565217391,3.130434783,0
160290,20900591,2446,1610612746,Rasual,Butler,45,12,18,0.667,4,9,0.444,5,5,1,1,1,3,2,0,3,1,33,H,L,2009,1610612739,0,0,0,0,8,4,0,0,44,37,2,0,2,2,2,26.4,1.6,2.4,0,0
160307,20900592,2400,1610612742,Drew,Gooden,15,1,3,0.333,0,0,0,3,4,0.75,4,6,0,1,1,0,1,5,A,L,2009,1610612761,0,0,0,0,2,0,0,0,15,0,-13,0,0,2,10,12,24,0,2.4,0
160327,20900593,2246,1610612762,Mehmet,Okur,22,3,6,0.5,1,2,0.5,1,1,1,0,5,0,3,0,1,0,8,A,L,2009,1610612743,0,0,0,0,4,0,0,0,21,52,-26,0,0,0,5,13.09090909,8.181818182,0,0,0
160329,20900593,2403,1610612743,Nene,Hilario,38,7,10,0.7,0,0,0,4,6,0.667,1,6,2,5,3,0,0,18,H,W,2009,1610612762,0,0,0,0,14,3,0,0,37,32,20,0,4,4,7,17.05263158,6.631578947,1.894736842,2.842105263,0
