field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36
160330,20900593,2430,1610612762,Carlos,Boozer,38,7,12,0.583,0,0,0,4,7,0.571,0,13,5,4,1,4,0,18,A,L,2009,1610612743,0,0,0,0,12,2,0,1,38,18,8,0,0,0,13,17.05263158,12.31578947,4.736842105,0.947368421,0
160336,20900593,101139,1610612762,CJ,Miles,19,1,4,0.25,0,2,0,0,0,0,0,2,3,4,0,1,0,2,A,L,2009,1610612743,0,0,0,0,0,0,0,0,18,50,-3,0,0,0,2,3.789473684,3.789473684,5.684210526,0,0
160347,20900594,2404,1610612765,Chris,Wilcox,8,0,4,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,A,L,2009,1610612752,0,0,0,0,0,0,0,0,8,21,-2,0,0,0,1,0,4.5,0,4.5,0
160348,20900594,2407,1610612752,Jared,Jeffries,37,1,4,0.25,0,2,0,3,4,0.75,3,4,2,4,0,2,0,5,H,W,2009,1610612765,0,0,0,0,2,0,0,0,36,47,8,1,3,2,7,4.864864865,6.810810811,1.945945946,0,0.972972973
160368,20900595,2406,1610612764,Caron,Butler,42,8,14,0.571,0,1,0,2,2,1,3,6,4,1,0,2,0,18,H,W,2009,1610612757,0,0,0,0,8,0,0,0,41,57,10,1,2,2,9,15.42857143,7.714285714,3.428571429,0,0.857142857
160405,20900597,2436,1610612766,Ronald,Murray,26,5,11,0.455,0,2,0,2,3,0.667,0,1,1,2,0,1,0,12,H,W,2009,1610612758,0,0,0,0,4,0,0,0,25,59,-2,1,2,0,1,16.61538462,1.384615385,1.384615385,0,1.384615385
160409,20900597,2804,1610612758,Andres,Nocioni,22,5,11,0.455,3,7,0.429,0,0,0,0,1,1,2,0,0,1,13,A,L,2009,1610612766,0,0,0,0,4,0,0,0,21,46,-6,0,2,0,1,21.27272727,1.636363636,1.636363636,0,0
160444,20900599,2446,1610612746,Rasual,Butler,36,3,8,0.375,1,2,0.5,6,6,1,1,0,0,0,0,1,1,13,H,W,2009,1610612751,0,0,0,0,4,4,0,0,36,9,12,1,6,2,1,13,1,0,0,1
160455,20900599,201146,1610612751,Jianlian,Yi,31,3,13,0.231,1,1,1,6,6,1,1,2,1,3,0,0,2,13,A,L,2009,1610612746,0,0,0,0,0,0,0,0,30,53,-11,4,0,4,3,15.09677419,3.483870968,1.161290323,0,4.64516129
160488,20900601,1938,1610612759,Manu,Ginobili,35,3,9,0.333,1,3,0.333,4,7,0.571,3,3,6,2,3,3,0,11,A,W,2009,1610612740,0,0,0,0,2,1,0,0,34,37,6,0,2,3,6,11.31428571,6.171428571,6.171428571,3.085714286,0
160490,20900601,2427,1610612759,Roger,Mason,14,2,6,0.333,1,3,0.333,0,0,0,2,2,0,1,0,0,0,5,A,W,2009,1610612740,0,0,0,0,2,0,0,0,14,4,-2,0,0,2,4,12.85714286,10.28571429,0,0,0
160492,20900601,2484,1610612740,Devin,Brown,22,4,7,0.571,1,3,0.333,0,0,0,2,2,0,0,0,0,0,9,H,L,2009,1610612759,0,0,0,0,6,4,0,0,22,22,-14,0,4,4,4,14.72727273,6.545454545,0,0,0
160506,20900602,2422,1610612741,John,Salmons,42,9,17,0.529,4,7,0.571,3,5,0.6,2,2,4,4,2,2,0,25,A,L,2009,1610612744,0,0,0,0,6,0,0,0,42,8,-16,1,0,6,4,21.42857143,3.428571429,3.428571429,1.714285714,0.857142857
160507,20900602,2457,1610612741,Jannero,Pargo,16,4,13,0.308,1,3,0.333,3,3,1,1,0,4,0,1,0,0,12,A,L,2009,1610612744,0,0,0,0,2,6,0,0,15,56,6,2,2,0,1,27,2.25,9,2.25,4.5
160527,20900603,2405,1610612756,Amar'e,Stoudemire,32,6,9,0.667,0,0,0,0,2,0,1,8,0,5,1,2,1,12,A,L,2009,1610612763,0,0,0,0,12,0,0,0,32,14,-8,0,2,2,9,13.5,10.125,0,1.125,0
160532,20900603,200811,1610612756,Louis,Amundson,21,4,8,0.5,0,0,0,2,2,1,5,3,1,1,0,0,0,10,A,L,2009,1610612763,0,0,0,0,8,0,0,0,20,53,9,2,3,3,8,17.14285714,13.71428571,1.714285714,0,3.428571429
160552,20900604,2400,1610612742,Drew,Gooden,23,4,7,0.571,0,0,0,2,2,1,1,3,2,4,2,1,2,10,A,W,2009,1610612738,0,0,0,0,6,0,0,0,23,3,-3,2,4,0,4,15.65217391,6.260869565,3.130434783,3.130434783,3.130434783
160578,20900605,200755,1610612753,JJ,Redick,11,1,3,0.333,0,1,0,0,0,0,0,1,1,1,0,0,0,2,A,L,2009,1610612747,0,0,0,0,0,0,0,0,10,46,-15,0,0,0,1,6.545454545,3.272727273,3.272727273,0,0
160609,20900607,2399,1610612754,Mike,Dunleavy,21,3,6,0.5,1,2,0.5,2,3,0.667,0,4,1,1,2,3,0,9,A,L,2009,1610612748,0,0,0,0,4,0,0,0,20,55,-4,0,2,0,4,15.42857143,6.857142857,1.714285714,3.428571429,0
160635,20900608,2804,1610612758,Andres,Nocioni,4,1,3,0.333,0,2,0,0,0,0,0,0,0,1,0,0,0,2,A,L,2009,1610612737,0,0,0,0,2,0,0,0,4,25,-6,0,2,0,0,18,0,0,0,0
160657,20900609,2436,1610612766,Ronald,Murray,15,2,6,0.333,0,1,0,1,1,1,0,3,2,0,1,2,0,5,H,W,2009,1610612748,0,0,0,0,2,3,0,0,15,19,9,1,0,0,3,12,7.2,4.8,2.4,2.4
160677,20900610,2399,1610612754,Mike,Dunleavy,36,4,10,0.4,2,4,0.5,2,4,0.5,0,5,1,0,2,4,0,12,A,L,2009,1610612753,0,0,0,0,2,0,0,0,36,8,-3,0,0,3,5,12,5,1,2,0
160686,20900610,200755,1610612753,JJ,Redick,19,3,4,0.75,1,2,0.5,0,0,0,0,1,1,1,1,2,0,7,H,W,2009,1610612754,0,0,0,0,2,2,0,0,18,35,-7,0,2,0,1,13.26315789,1.894736842,1.894736842,1.894736842,0
160721,20900612,2400,1610612742,Drew,Gooden,22,5,9,0.556,0,1,0,4,5,0.8,3,4,4,1,3,2,2,14,A,W,2009,1610612764,0,0,0,0,4,1,0,0,21,49,1,0,1,0,7,22.90909091,11.45454545,6.545454545,4.909090909,0
160722,20900612,2406,1610612764,Caron,Butler,43,7,20,0.35,0,1,0,6,8,0.75,2,8,1,3,1,1,0,20,H,L,2009,1610612742,0,0,0,0,10,0,0,1,43,3,6,3,0,4,10,16.74418605,8.372093023,0.837209302,0.837209302,2.511627907
160741,20900613,2404,1610612765,Chris,Wilcox,8,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,H,W,2009,1610612738,0,0,0,0,0,0,0,0,8,5,-7,0,0,0,1,0,4.5,0,4.5,0
160797,20900616,2484,1610612740,Devin,Brown,20,2,8,0.25,0,4,0,0,0,0,0,0,1,1,1,0,1,4,H,W,2009,1610612763,0,0,0,0,4,4,0,0,19,47,-21,0,4,0,0,7.2,0,1.8,1.8,0
160816,20900617,2405,1610612756,Amar'e,Stoudemire,33,10,15,0.667,0,0,0,7,8,0.875,1,6,2,3,1,1,3,27,H,W,2009,1610612751,0,0,0,0,16,3,0,0,32,30,13,0,4,4,7,29.45454545,7.636363636,2.181818182,1.090909091,0
160823,20900617,200811,1610612756,Louis,Amundson,15,0,3,0,0,0,0,0,0,0,1,2,0,3,0,0,1,0,H,W,2009,1610612751,0,0,0,0,0,0,0,0,15,30,11,0,0,0,3,0,7.2,0,0,0
160824,20900617,201146,1610612751,Jianlian,Yi,35,5,10,0.5,0,0,0,4,6,0.667,2,4,3,4,0,1,0,14,A,L,2009,1610612756,0,0,0,0,4,0,0,0,35,8,-11,1,4,2,6,14.4,6.171428571,3.085714286,0,1.028571429
160836,20900618,1938,1610612759,Manu,Ginobili,36,7,13,0.538,1,4,0.25,7,8,0.875,0,5,8,1,1,3,1,22,H,L,2009,1610612762,0,0,0,0,10,5,0,0,35,38,12,0,4,0,5,22,5,8,1,0
160839,20900618,2246,1610612762,Mehmet,Okur,29,2,8,0.25,1,4,0.25,2,2,1,0,7,4,4,0,0,2,7,A,W,2009,1610612759,0,0,0,0,0,0,0,0,29,21,10,1,0,0,7,8.689655172,8.689655172,4.965517241,0,1.24137931
160840,20900618,2427,1610612759,Roger,Mason,7,1,3,0.333,1,2,0.5,0,0,0,0,2,0,0,0,0,0,3,H,L,2009,1610612762,0,0,0,0,0,0,0,0,7,4,7,0,0,0,2,15.42857143,10.28571429,0,0,0
160841,20900618,2430,1610612762,Carlos,Boozer,41,12,17,0.706,0,0,0,7,8,0.875,2,11,2,2,1,5,3,31,A,W,2009,1610612759,0,0,0,0,18,7,0,1,40,33,8,1,5,6,13,27.2195122,11.41463415,1.756097561,0.87804878,0.87804878
160846,20900618,101139,1610612762,CJ,Miles,18,0,5,0,0,2,0,2,2,1,0,3,3,5,0,0,0,2,A,W,2009,1610612759,0,0,0,0,0,0,0,0,17,32,-15,0,0,0,3,4,6,6,0,0
160859,20900619,2403,1610612743,Nene,Hilario,40,6,8,0.75,0,0,0,7,12,0.583,3,9,0,5,0,4,2,19,A,W,2009,1610612744,0,0,0,0,12,2,0,1,39,31,0,1,0,4,12,17.1,10.8,0,0,0.9
160874,20900620,2446,1610612746,Rasual,Butler,31,3,8,0.375,1,4,0.25,6,6,1,0,0,3,0,1,2,0,13,H,W,2009,1610612741,0,0,0,0,4,5,0,0,30,48,7,0,3,0,0,15.09677419,0,3.483870968,1.161290323,0
160875,20900620,2457,1610612741,Jannero,Pargo,16,1,3,0.333,0,1,0,1,1,1,0,1,1,4,0,0,0,3,A,L,2009,1610612746,0,0,0,0,2,0,0,0,16,25,-6,0,2,0,1,6.75,2.25,2.25,0,0
160916,20900622,2403,1610612743,Nene,Hilario,27,6,7,0.857,0,0,0,0,1,0,0,3,2,3,1,1,1,12,H,W,2009,1610612746,0,0,0,0,8,2,0,0,27,0,23,1,2,0,3,16,4,2.666666667,1.333333333,1.333333333
160917,20900622,2446,1610612746,Rasual,Butler,35,1,5,0.2,0,4,0,0,0,0,0,1,0,0,0,1,1,2,A,L,2009,1610612743,0,0,0,0,0,0,0,0,34,53,-16,0,0,0,1,2.057142857,1.028571429,0,0,0
160940,20900623,2804,1610612758,Andres,Nocioni,11,2,9,0.222,1,1,1,0,0,0,2,0,0,3,2,0,0,5,A,L,2009,1610612753,0,0,0,0,2,0,0,0,11,23,-6,3,0,0,2,16.36363636,6.545454545,0,6.545454545,9.818181818
160943,20900623,200755,1610612753,JJ,Redick,17,4,7,0.571,2,4,0.5,5,5,1,0,2,0,2,0,0,0,15,H,W,2009,1610612758,0,0,0,0,0,0,0,0,17,24,12,0,0,6,2,31.76470588,4.235294118,0,0,0
160961,20900624,2400,1610612742,Drew,Gooden,22,6,10,0.6,1,1,1,1,1,1,5,2,0,2,1,2,0,14,A,L,2009,1610612755,0,0,0,0,8,0,0,0,22,13,-9,2,2,0,7,22.90909091,11.45454545,0,1.636363636,3.272727273
161004,20900626,2406,1610612764,Caron,Butler,33,5,13,0.385,0,0,0,4,5,0.8,1,1,1,2,0,0,0,14,H,L,2009,1610612748,0,0,0,0,4,0,0,0,32,59,-20,2,0,2,2,15.27272727,2.181818182,1.090909091,0,2.181818182
161026,20900627,2436,1610612766,Ronald,Murray,26,3,9,0.333,1,3,0.333,4,4,1,0,1,9,0,1,3,0,11,A,L,2009,1610612737,0,0,0,0,2,2,0,0,26,10,14,0,3,5,1,15.23076923,1.384615385,12.46153846,1.384615385,0
161063,20900629,2399,1610612754,Mike,Dunleavy,28,6,10,0.6,1,3,0.333,1,1,1,0,4,2,1,1,1,0,14,A,W,2009,1610612765,0,0,0,0,6,4,0,0,27,34,3,0,2,2,4,18,5.142857143,2.571428571,1.285714286,0
161064,20900629,2404,1610612765,Chris,Wilcox,11,1,3,0.333,0,0,0,1,2,0.5,2,2,1,1,1,1,1,3,H,L,2009,1610612754,0,0,0,0,2,0,0,0,11,3,-7,0,0,2,4,9.818181818,13.09090909,3.272727273,3.272727273,0
161065,20900629,2419,1610612765,Tayshaun,Prince,24,3,12,0.25,0,1,0,1,1,1,3,3,3,1,1,1,0,7,H,L,2009,1610612754,0,0,0,0,2,3,0,0,24,7,-10,1,0,0,6,10.5,9,4.5,1.5,1.5
161103,20900631,2484,1610612740,Devin,Brown,19,2,5,0.4,1,2,0.5,0,0,0,0,0,0,0,0,0,0,5,A,W,2009,1610612750,0,0,0,0,2,2,0,0,19,9,-1,1,0,0,0,9.473684211,0,0,0,1.894736842
161127,20900632,2407,1610612752,Jared,Jeffries,43,1,3,0.333,0,0,0,0,0,0,2,1,3,5,0,0,0,2,H,L,2009,1610612747,0,0,0,0,2,0,0,0,42,45,-14,0,0,0,3,1.674418605,2.511627907,2.511627907,0,0
161140,20900633,1938,1610612759,Manu,Ginobili,32,6,15,0.4,2,7,0.286,1,1,1,1,5,2,4,1,4,0,15,H,L,2009,1610612745,0,0,0,0,2,3,0,0,32,22,-12,1,0,2,6,16.875,6.75,2.25,1.125,1.125
161144,20900633,2427,1610612759,Roger,Mason,7,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,H,L,2009,1610612745,0,0,0,0,0,0,0,0,6,32,0,0,0,0,0,0,0,10.28571429,0,0
161169,20900634,201146,1610612751,Jianlian,Yi,26,1,6,0.167,0,0,0,0,0,0,2,9,1,4,2,3,2,2,A,L,2009,1610612744,0,0,0,0,0,0,0,0,26,20,-30,0,0,0,11,2.769230769,15.23076923,1.384615385,2.769230769,0
161182,20900635,2405,1610612756,Amar'e,Stoudemire,36,8,15,0.533,0,0,0,7,10,0.7,4,1,2,3,0,1,1,23,H,L,2009,1610612741,0,0,0,0,16,1,0,0,36,21,2,1,0,4,5,23,5,2,0,1
161183,20900635,2422,1610612741,John,Salmons,25,6,9,0.667,2,4,0.5,0,0,0,0,2,1,1,0,1,1,14,A,W,2009,1610612756,0,0,0,0,6,2,0,0,24,34,6,0,4,0,2,20.16,2.88,1.44,0,0
161189,20900635,200811,1610612756,Louis,Amundson,12,0,2,0,0,0,0,0,0,0,4,4,0,1,0,1,0,0,H,L,2009,1610612741,0,0,0,0,0,0,0,0,11,39,-13,1,0,0,8,0,24,0,0,3
161204,20900636,2436,1610612766,Ronald,Murray,18,1,6,0.167,1,2,0.5,2,2,1,0,0,4,2,0,2,0,5,H,L,2009,1610612753,0,0,0,0,0,2,0,0,17,39,8,1,2,0,0,10,0,8,0,2
161212,20900636,200755,1610612753,JJ,Redick,16,3,5,0.6,2,4,0.5,1,2,0.5,0,1,2,0,0,0,0,9,A,W,2009,1610612766,0,0,0,0,0,2,0,0,16,2,-5,0,0,0,1,20.25,2.25,4.5,0,0
161221,20900637,2399,1610612754,Mike,Dunleavy,22,3,9,0.333,1,5,0.2,1,1,1,0,6,1,1,0,1,0,8,H,L,2009,1610612755,0,0,0,0,2,0,0,0,22,27,4,0,3,0,6,13.09090909,9.818181818,1.636363636,0,0
161261,20900639,2404,1610612765,Chris,Wilcox,17,4,6,0.667,0,0,0,0,1,0,3,5,0,0,1,0,0,8,H,L,2009,1610612757,0,0,0,0,6,0,0,0,17,12,3,0,2,4,8,16.94117647,16.94117647,0,2.117647059,0
161262,20900639,2419,1610612765,Tayshaun,Prince,33,2,6,0.333,0,1,0,2,2,1,1,2,2,3,0,1,0,6,H,L,2009,1610612757,0,0,0,0,2,0,0,0,32,34,2,0,0,0,3,6.545454545,3.272727273,2.181818182,0,0
161286,20900640,2804,1610612758,Andres,Nocioni,8,2,4,0.5,1,1,1,0,0,0,0,2,0,1,0,0,0,5,A,L,2009,1610612748,0,0,0,0,0,0,0,0,7,45,1,0,0,0,2,22.5,9,0,0,0
161300,20900641,2422,1610612741,John,Salmons,32,5,8,0.625,2,3,0.667,0,0,0,0,4,1,2,1,0,0,12,A,W,2009,1610612745,0,0,0,0,2,3,0,0,32,4,1,0,2,0,4,13.5,4.5,1.125,1.125,0
161303,20900641,2457,1610612741,Jannero,Pargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2009,1610612745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161320,20900642,2429,1610612749,Dan,Gadzuric,5,1,3,0.333,0,0,0,1,1,1,1,2,0,2,0,0,0,3,H,W,2009,1610612750,0,0,0,0,2,0,0,0,4,47,6,0,0,3,3,21.6,21.6,0,0,0
161346,20900643,2403,1610612743,Nene,Hilario,35,2,3,0.667,0,0,0,6,8,0.75,2,10,2,4,1,2,1,10,H,W,2009,1610612740,0,0,0,0,2,0,0,1,34,59,2,0,0,0,12,10.28571429,12.34285714,2.057142857,1.028571429,0
161348,20900643,2484,1610612740,Devin,Brown,30,1,8,0.125,1,4,0.25,4,4,1,1,4,3,4,2,0,0,7,A,L,2009,1610612743,0,0,0,0,0,4,0,0,30,25,-11,0,2,0,5,8.4,6,3.6,2.4,0
161363,20900644,2405,1610612756,Amar'e,Stoudemire,34,5,13,0.385,0,0,0,5,6,0.833,1,4,1,2,2,0,0,15,H,W,2009,1610612744,0,0,0,0,10,0,0,0,34,28,5,2,3,2,5,15.88235294,5.294117647,1.058823529,2.117647059,2.117647059
161367,20900644,200811,1610612756,Louis,Amundson,16,0,1,0,0,0,0,2,2,1,2,7,3,2,0,1,0,2,H,W,2009,1610612744,0,0,0,0,0,0,0,0,15,51,6,0,0,0,9,4.5,20.25,6.75,0,0
161369,20900644,201228,1610612744,CJ,Watson,25,5,8,0.625,0,1,0,1,2,0.5,1,2,2,3,1,3,0,11,A,L,2009,1610612756,0,0,0,0,6,2,0,0,24,36,-5,1,2,1,3,15.84,4.32,2.88,1.44,1.44
161381,20900645,2246,1610612762,Mehmet,Okur,21,8,12,0.667,1,3,0.333,3,4,0.75,5,6,1,5,0,2,3,20,H,W,2009,1610612751,0,1,0,0,12,1,0,1,21,7,28,0,5,4,11,34.28571429,18.85714286,1.714285714,0,0
161382,20900645,2430,1610612762,Carlos,Boozer,32,10,14,0.714,0,0,0,2,2,1,1,8,0,3,1,3,0,22,H,W,2009,1610612751,0,0,0,0,14,4,0,0,32,4,32,0,4,2,9,24.75,10.125,0,1.125,0
161387,20900645,101139,1610612762,CJ,Miles,14,1,2,0.5,0,1,0,1,2,0.5,0,0,1,1,0,1,0,3,H,W,2009,1610612751,0,0,0,0,2,0,0,0,14,22,2,0,0,0,0,7.714285714,0,2.571428571,0,0
161393,20900645,201146,1610612751,Jianlian,Yi,29,6,12,0.5,1,1,1,3,5,0.6,1,2,1,4,1,2,0,16,A,L,2009,1610612762,0,0,0,0,4,0,0,0,28,39,-20,2,3,0,3,19.86206897,3.724137931,1.24137931,1.24137931,2.482758621
161407,20900646,2400,1610612742,Drew,Gooden,34,6,11,0.545,0,0,0,3,3,1,5,13,1,2,1,0,2,15,A,W,2009,1610612752,0,0,0,0,6,0,0,1,33,32,41,0,0,2,18,15.88235294,19.05882353,1.058823529,1.058823529,0
161408,20900646,2407,1610612752,Jared,Jeffries,29,4,9,0.444,0,1,0,6,6,1,3,1,0,2,2,1,0,14,H,L,2009,1610612742,0,0,0,0,4,2,0,0,28,43,-27,0,0,2,4,17.37931034,4.965517241,0,2.482758621,0
161431,20900647,2406,1610612764,Caron,Butler,43,5,17,0.294,0,2,0,0,0,0,1,7,4,1,1,2,2,10,H,L,2009,1610612746,0,0,0,0,4,0,0,0,43,27,-13,2,0,2,8,8.372093023,6.697674419,3.348837209,0.837209302,1.674418605
161432,20900647,2446,1610612746,Rasual,Butler,39,4,14,0.286,2,8,0.25,4,4,1,1,4,4,1,1,0,1,14,A,W,2009,1610612764,0,0,0,0,0,0,0,0,38,34,9,1,4,7,5,12.92307692,4.615384615,3.692307692,0.923076923,0.923076923
161468,20900649,2399,1610612754,Mike,Dunleavy,23,1,3,0.333,0,0,0,1,2,0.5,0,5,1,2,1,1,0,3,A,W,2009,1610612755,0,0,0,0,0,0,0,0,23,1,3,0,0,0,5,4.695652174,7.826086957,1.565217391,1.565217391,0
161490,20900650,2446,1610612746,Rasual,Butler,44,6,12,0.5,2,4,0.5,3,3,1,0,2,2,1,2,2,1,17,A,L,2009,1610612738,0,0,0,0,6,4,0,0,43,50,-2,0,7,6,2,13.90909091,1.636363636,1.636363636,1.636363636,0
161533,20900652,200755,1610612753,JJ,Redick,17,4,6,0.667,3,4,0.75,0,0,0,0,0,3,3,1,2,0,11,A,L,2009,1610612763,0,0,0,0,0,5,0,0,16,57,2,0,3,0,0,23.29411765,0,6.352941176,2.117647059,0
161568,20900654,1938,1610612759,Manu,Ginobili,29,4,14,0.286,1,5,0.2,5,6,0.833,3,3,2,1,3,3,0,14,H,L,2009,1610612741,0,0,0,0,4,0,0,0,29,19,-7,1,0,5,6,17.37931034,7.448275862,2.482758621,3.724137931,1.24137931
161571,20900654,2422,1610612741,John,Salmons,34,4,6,0.667,1,2,0.5,1,2,0.5,0,3,1,2,1,1,0,10,A,W,2009,1610612759,0,0,0,0,4,0,0,0,33,33,9,0,0,0,3,10.58823529,3.176470588,1.058823529,1.058823529,0
161572,20900654,2427,1610612759,Roger,Mason,26,3,8,0.375,2,3,0.667,0,0,0,0,6,3,1,1,1,0,8,H,L,2009,1610612741,0,0,0,0,0,6,0,0,25,36,5,0,2,0,6,11.07692308,8.307692308,4.153846154,1.384615385,0
161590,20900655,2403,1610612743,Nene,Hilario,38,5,14,0.357,0,0,0,7,8,0.875,2,3,1,4,4,2,0,17,H,W,2009,1610612766,0,0,0,0,8,2,0,0,37,37,10,2,3,1,5,16.10526316,4.736842105,0.947368421,3.789473684,1.894736842
161591,20900655,2436,1610612766,Ronald,Murray,24,5,9,0.556,0,0,0,3,5,0.6,0,5,0,3,0,1,1,13,A,L,2009,1610612743,0,0,0,0,6,0,0,0,23,52,-9,2,2,2,5,19.5,7.5,0,0,3
161608,20900656,2246,1610612762,Mehmet,Okur,25,5,13,0.385,1,3,0.333,1,1,1,2,4,3,3,0,2,1,12,H,W,2009,1610612756,0,0,0,0,6,0,0,0,24,58,1,0,2,0,6,17.28,8.64,4.32,0,0
161609,20900656,2405,1610612756,Amar'e,Stoudemire,37,4,12,0.333,0,0,0,8,10,0.8,3,2,0,3,0,3,2,16,A,L,2009,1610612762,0,0,0,0,6,2,0,0,37,11,-10,0,2,4,5,15.56756757,4.864864865,0,0,0
161610,20900656,2430,1610612762,Carlos,Boozer,42,7,10,0.7,0,0,0,7,7,1,3,17,2,3,3,1,1,21,H,W,2009,1610612756,0,0,0,0,8,4,0,1,41,30,13,1,0,4,20,18,17.14285714,1.714285714,2.571428571,0.857142857
161614,20900656,101139,1610612762,CJ,Miles,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,H,W,2009,1610612756,0,0,0,0,0,0,0,0,5,15,-10,1,0,0,0,0,0,0,0,7.2
161618,20900656,200811,1610612756,Louis,Amundson,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,A,L,2009,1610612762,0,0,0,0,2,2,0,0,6,53,5,0,0,0,0,10.28571429,0,0,0,0
161655,20900658,2406,1610612764,Caron,Butler,36,7,13,0.538,1,3,0.333,3,3,1,1,7,3,4,3,0,0,18,H,L,2009,1610612747,0,0,0,0,2,0,0,0,35,59,-2,1,2,0,8,18,8,3,3,1
161668,20900659,2407,1610612752,Jared,Jeffries,31,4,5,0.8,0,0,0,0,0,0,2,4,2,3,3,5,3,8,H,W,2009,1610612750,0,0,0,0,6,0,0,0,30,31,36,0,2,0,6,9.290322581,6.967741935,2.322580645,3.483870968,0
161696,20900660,2400,1610612742,Drew,Gooden,13,2,4,0.5,0,1,0,2,2,1,0,1,1,4,0,1,0,6,H,W,2009,1610612749,0,0,0,0,4,0,0,0,13,26,-4,0,0,0,1,16.61538462,2.769230769,2.769230769,0,0
161715,20900661,2405,1610612756,Amar'e,Stoudemire,31,6,12,0.5,0,0,0,0,0,0,3,2,1,5,0,5,1,12,H,L,2009,1610612766,0,0,0,0,10,0,0,0,31,21,-4,1,2,2,5,13.93548387,5.806451613,1.161290323,0,1.161290323
161716,20900661,2436,1610612766,Ronald,Murray,31,6,13,0.462,2,5,0.4,0,0,0,1,3,2,2,1,1,0,14,A,W,2009,1610612756,0,0,0,0,2,0,0,0,30,42,12,0,0,0,4,16.25806452,4.64516129,2.322580645,1.161290323,0
161721,20900661,200811,1610612756,Louis,Amundson,13,1,2,0.5,0,0,0,0,0,0,3,2,0,0,0,0,0,2,H,L,2009,1610612766,0,0,0,0,2,0,0,0,13,30,-14,0,0,2,5,5.538461538,13.84615385,0,0,0
161735,20900662,2804,1610612758,Andres,Nocioni,19,4,12,0.333,2,6,0.333,0,2,0,2,7,0,4,0,0,3,10,H,W,2009,1610612744,0,0,1,0,0,0,0,0,19,20,3,1,0,5,9,18.94736842,17.05263158,0,0,1.894736842
161739,20900662,201228,1610612744,CJ,Watson,34,1,8,0.125,0,1,0,5,8,0.625,0,3,3,3,2,0,0,7,A,L,2009,1610612758,0,0,0,0,2,4,0,0,34,27,-1,1,0,0,3,7.411764706,3.176470588,3.176470588,2.117647059,1.058823529
161776,20900664,2399,1610612754,Mike,Dunleavy,24,2,10,0.2,0,3,0,0,0,0,0,7,2,1,2,1,0,4,H,L,2009,1610612747,0,0,0,0,2,2,0,0,24,23,-3,0,0,0,7,6,10.5,3,3,0
161814,20900666,2404,1610612765,Chris,Wilcox,14,0,2,0,0,0,0,1,2,0.5,0,1,2,3,0,0,0,1,H,L,2009,1610612763,0,0,0,0,0,0,0,0,13,45,-10,0,0,0,1,2.571428571,2.571428571,5.142857143,0,0
161815,20900666,2419,1610612765,Tayshaun,Prince,33,6,15,0.4,0,0,0,0,0,0,1,2,0,2,0,0,0,12,H,L,2009,1610612763,0,0,0,0,8,2,0,0,33,11,-3,1,4,0,3,13.09090909,3.272727273,0,0,1.090909091
161834,20900667,2446,1610612746,Rasual,Butler,38,6,15,0.4,2,9,0.222,0,0,0,0,2,0,0,0,0,0,14,A,L,2009,1610612751,0,0,0,0,4,2,0,0,38,17,2,0,2,0,2,13.26315789,1.894736842,0,0,0
161842,20900667,201146,1610612751,Jianlian,Yi,15,3,6,0.5,0,0,0,0,0,0,1,1,1,5,1,0,0,6,H,W,2009,1610612746,0,0,0,0,0,0,0,0,14,54,3,0,2,0,2,14.4,4.8,2.4,2.4,0
161873,20900669,2422,1610612741,John,Salmons,22,1,4,0.25,0,0,0,2,2,1,0,3,2,1,0,0,0,4,A,W,2009,1610612760,0,0,0,0,0,2,0,0,21,52,9,1,0,0,3,6.545454545,4.909090909,3.272727273,0,1.636363636
161893,20900670,2403,1610612743,Nene,Hilario,35,6,7,0.857,0,0,0,6,9,0.667,1,4,1,4,3,5,0,18,A,W,2009,1610612745,0,0,0,0,12,0,0,0,35,0,17,0,3,2,5,18.51428571,5.142857143,1.028571429,3.085714286,0
161910,20900671,1938,1610612759,Manu,Ginobili,28,5,16,0.313,1,4,0.25,3,3,1,2,0,6,3,1,0,1,14,H,W,2009,1610612737,0,0,0,0,8,0,0,0,27,42,11,1,0,2,2,18,2.571428571,7.714285714,1.285714286,1.285714286
