field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,col_games,col_minutes,intl_games,intl_minutes,intl_group,game_score,field1,Game_id,Season,Arena_id,Home_Team_id,Visitor_Team_id,Date_EST,Time_EST,Time_Local,Game_Number,Attendance,Playoff_Indicator
43564,20400970,2804,1610612741,Andres,Nocioni,25,0,4,0,0,0,0,3,4,0.75,1,7,3,2,0,0,0,3,A,W,2004,1610612755,0,1,0,0,0,0,0,0,25,0,0,1,2,1,8,4.32,11.52,4.32,0,1.44,andres-nocioni-1,,,159,4144,4,3.9,2158,20400970,22004,130,1610612755,1610612741,2005-03-19,1900-01-01 19:00:00,1900-01-01 19:00:00,970,20599.0,0
43899,20400987,2804,1610612741,Andres,Nocioni,23,1,6,0.167,0,0,0,4,4,1.0,0,7,0,3,1,0,0,6,H,W,2004,1610612737,0,0,0,0,2,0,0,0,23,0,10,1,2,2,7,9.391304348,10.95652174,0,1.565217391,1.565217391,andres-nocioni-1,,,159,4144,4,4.1,2175,20400987,22004,66,1610612741,1610612737,2005-03-21,1900-01-01 20:30:00,1900-01-01 19:30:00,987,21945.0,0
44123,20400998,2804,1610612741,Andres,Nocioni,26,3,7,0.429,0,0,0,4,5,0.8,1,7,1,1,1,2,1,10,A,W,2004,1610612761,0,0,0,0,4,7,0,0,26,0,-1,1,5,0,8,13.84615385,11.07692308,1.384615385,1.384615385,1.384615385,andres-nocioni-1,,,159,4144,4,8.7,2186,20400998,22004,116,1610612761,1610612741,2005-03-23,1900-01-01 19:00:00,1900-01-01 19:00:00,998,16974.0,0
44454,20401014,2804,1610612741,Andres,Nocioni,17,1,4,0.25,0,0,0,2,2,1.0,1,3,0,2,0,1,0,4,A,W,2004,1610612738,0,0,0,0,2,0,0,0,17,0,0,0,0,0,4,8.470588235,8.470588235,0,0,0,andres-nocioni-1,,,159,4144,4,1.4,2202,20401014,22004,17,1610612738,1610612741,2005-03-25,1900-01-01 19:30:00,1900-01-01 19:30:00,1014,18624.0,0
44741,20401028,2804,1610612741,Andres,Nocioni,18,2,3,0.667,0,1,0,0,0,0.0,0,2,1,1,0,2,0,4,H,W,2004,1610612754,0,0,0,0,2,0,0,0,18,0,2,0,0,0,2,8.0,4.0,2,0,0,andres-nocioni-1,,,159,4144,4,1.6,2216,20401028,22004,66,1610612741,1610612754,2005-03-26,1900-01-01 20:30:00,1900-01-01 19:30:00,1028,22755.0,0
45029,20401042,2804,1610612741,Andres,Nocioni,26,5,7,0.714,0,0,0,2,2,1.0,0,4,1,2,0,2,1,12,H,W,2004,1610612763,0,0,0,0,6,0,0,0,26,0,9,0,2,0,4,16.61538462,5.538461538,1.384615385,0,0,andres-nocioni-1,,,159,4144,4,8.9,2230,20401042,22004,66,1610612741,1610612763,2005-03-28,1900-01-01 20:30:00,1900-01-01 19:30:00,1042,21935.0,0
45267,20401054,2804,1610612741,Andres,Nocioni,20,2,7,0.286,0,0,0,0,0,0.0,1,3,0,4,0,2,1,4,A,W,2004,1610612766,0,0,0,0,4,0,0,0,20,0,-13,1,0,2,4,7.2,7.2,0,0,1.8,andres-nocioni-1,,,159,4144,4,-1.4,2242,20401054,22004,9,1610612766,1610612741,2005-03-30,1900-01-01 19:00:00,1900-01-01 19:00:00,1054,12606.0,0
45477,20401064,2804,1610612741,Andres,Nocioni,41,4,8,0.5,0,0,0,3,4,0.75,3,6,5,4,1,3,0,11,H,W,2004,1610612739,0,0,0,0,4,4,0,0,41,0,8,0,4,0,9,9.658536585,7.902439024,4.390243902,0.87804878,0,andres-nocioni-1,,,159,4144,4,10.4,2252,20401064,22004,66,1610612741,1610612739,2005-03-31,1900-01-01 20:00:00,1900-01-01 19:00:00,1064,22678.0,0
45828,20401081,2804,1610612741,Andres,Nocioni,29,6,12,0.5,0,0,0,3,3,1.0,1,5,4,4,0,2,0,15,H,W,2004,1610612766,0,0,0,0,10,6,0,0,29,0,11,1,6,0,6,18.62068966,7.448275862,4.965517241,0,1.24137931,andres-nocioni-1,,,159,4144,4,10.4,2269,20401081,22004,66,1610612741,1610612766,2005-04-02,1900-01-01 20:30:00,1900-01-01 19:30:00,1081,22074.0,0
46186,20401099,2804,1610612741,Andres,Nocioni,28,6,10,0.6,0,1,0,2,2,1.0,1,2,0,5,0,1,0,14,A,L,2004,1610612748,0,1,0,0,8,0,0,0,28,0,-24,0,0,4,3,18.0,3.857142857,0,0,0,andres-nocioni-1,,,159,4144,4,7.7,2287,20401099,22004,146,1610612748,1610612741,2005-04-05,1900-01-01 19:30:00,1900-01-01 19:30:00,1099,20206.0,0
46389,20401109,2804,1610612741,Andres,Nocioni,34,1,9,0.111,0,0,0,4,4,1.0,1,5,1,2,0,1,0,6,A,W,2004,1610612753,0,0,0,0,2,4,0,0,34,0,-3,0,0,0,6,6.352941176,6.352941176,1.058823529,0,0,andres-nocioni-1,,,159,4144,4,1.2,2297,20401109,22004,155,1610612753,1610612741,2005-04-06,1900-01-01 19:00:00,1900-01-01 19:00:00,1109,13847.0,0
46658,20401122,2804,1610612741,Andres,Nocioni,36,3,9,0.333,0,1,0,0,0,0.0,0,6,1,4,0,2,0,6,A,W,2004,1610612752,0,0,0,0,2,0,0,0,36,0,-5,0,2,0,6,6.0,6.0,1,0,0,andres-nocioni-1,,,159,4144,4,-0.2,2310,20401122,22004,30,1610612752,1610612741,2005-04-08,1900-01-01 20:00:00,1900-01-01 20:00:00,1122,19763.0,0
46925,20401135,2804,1610612741,Andres,Nocioni,26,6,11,0.545,0,1,0,4,4,1.0,0,4,5,2,1,1,0,16,H,W,2004,1610612761,0,0,0,0,2,8,0,0,26,4,14,0,6,0,4,22.15384615,5.538461538,6.923076923,1.384615385,0,andres-nocioni-1,,,159,4144,4,14.6,2323,20401135,22004,66,1610612741,1610612761,2005-04-09,1900-01-01 20:30:00,1900-01-01 19:30:00,1135,22281.0,0
47221,20401150,2804,1610612741,Andres,Nocioni,44,4,14,0.286,3,3,1,1,2,0.5,1,9,3,3,0,1,2,12,H,L,2004,1610612765,0,0,0,0,2,0,0,1,44,0,-3,1,0,3,10,9.818181818,8.181818182,2.454545455,0,0.818181818,andres-nocioni-1,,,159,4144,4,8.1,2338,20401150,22004,66,1610612741,1610612765,2005-04-11,1900-01-01 20:30:00,1900-01-01 19:30:00,1150,22233.0,0
47786,20401178,2804,1610612741,Andres,Nocioni,27,6,13,0.462,0,0,0,5,6,0.833,1,7,5,3,0,1,1,17,H,W,2004,1610612753,0,0,0,0,8,2,0,0,27,7,15,3,4,0,8,22.66666667,10.66666667,6.666666667,0,4,andres-nocioni-1,,,159,4144,4,14.7,2366,20401178,22004,66,1610612741,1610612753,2005-04-15,1900-01-01 20:30:00,1900-01-01 19:30:00,1178,22442.0,0
47945,20401186,2804,1610612741,Andres,Nocioni,38,7,15,0.467,0,0,0,5,6,0.833,0,5,2,4,0,1,1,19,A,W,2004,1610612737,0,0,0,0,0,4,0,0,38,0,23,1,4,0,5,18.0,4.736842105,1.894736842,0,0.947368421,andres-nocioni-1,,,159,4144,4,11.9,2374,20401186,22004,135,1610612737,1610612741,2005-04-16,1900-01-01 19:00:00,1900-01-01 19:00:00,1186,19445.0,0
48529,20401214,2804,1610612741,Andres,Nocioni,29,2,10,0.2,0,1,0,2,2,1.0,0,8,2,1,1,3,1,6,H,W,2004,1610612752,0,0,0,0,2,2,0,0,29,0,-8,0,2,0,8,7.448275862,9.931034483,2.482758621,1.24137931,0,andres-nocioni-1,,,159,4144,4,1.9,2402,20401214,22004,66,1610612741,1610612752,2005-04-19,1900-01-01 20:30:00,1900-01-01 19:30:00,1214,22276.0,0
48706,20401223,2804,1610612741,Andres,Nocioni,23,6,13,0.462,1,3,0.333,0,0,0.0,3,2,0,1,0,1,1,13,A,L,2004,1610612754,0,0,0,0,4,2,0,0,23,0,-14,1,2,4,5,20.34782609,7.826086957,0,0,1.565217391,andres-nocioni-1,,,159,4144,4,8.3,2411,20401223,22004,136,1610612754,1610612741,2005-04-20,1900-01-01 20:00:00,1900-01-01 19:00:00,1223,18345.0,0
49125,20500013,101128,1610612758,Francisco,Garcia,3,1,3,0.333,0,1,0,0,0,0.0,0,0,0,1,0,0,0,2,A,L,2005,1610612745,0,0,0,0,2,0,0,0,3,27,-5,,0,0,0,24.0,0.0,0,0,0,francisco-garcia-1,98,2753,22,115,1,-0.1,2431,20500013,22005,215,1610612745,1610612758,2005-11-02,1900-01-01 20:30:00,1900-01-01 19:30:00,13,16457.0,0
49184,20500016,2470,1610612747,Smush,Parker,40,8,12,0.667,3,7,0.429,1,2,0.5,0,4,6,3,1,0,0,20,A,W,2005,1610612743,0,0,0,0,8,7,0,0,40,31,9,,0,0,4,18.0,3.6,5.4,0.9,0,smush-parker-1,28,980,,,,19.6,2434,20500016,22005,139,1610612743,1610612747,2005-11-02,1900-01-01 22:30:00,1900-01-01 20:30:00,16,19245.0,0
49248,20500019,2470,1610612747,Smush,Parker,37,8,14,0.571,2,5,0.4,3,5,0.6,2,0,2,4,4,2,0,21,H,L,2005,1610612756,0,0,0,0,8,7,0,0,37,19,4,,0,0,2,20.43243243,1.945945946,1.945945946,3.891891892,0,smush-parker-1,28,980,,,,16.8,2437,20500019,22005,137,1610612747,1610612756,2005-11-03,1900-01-01 22:30:00,1900-01-01 19:30:00,19,18997.0,0
49379,20500025,101128,1610612758,Francisco,Garcia,12,1,6,0.167,0,2,0,3,3,1.0,0,1,1,0,0,1,0,5,A,L,2005,1610612740,0,0,0,0,2,0,0,0,12,34,-16,,0,0,1,15.0,3.0,3,0,0,francisco-garcia-1,98,2753,22,115,1,1.2,2443,20500025,22005,196,1610612740,1610612758,2005-11-01,1900-01-01 20:00:00,1900-01-01 19:00:00,25,19163.0,0
49780,20500044,101128,1610612758,Francisco,Garcia,3,0,2,0,0,2,0,0,0,0.0,0,1,0,1,0,1,0,0,A,W,2005,1610612756,0,0,0,0,0,0,0,0,2,34,-2,,0,0,1,0.0,12.0,0,0,0,francisco-garcia-1,98,2753,22,115,1,-2.5,2462,20500044,22005,2,1610612756,1610612758,2005-11-06,1900-01-01 20:00:00,1900-01-01 18:00:00,44,17298.0,0
49797,20500045,2470,1610612747,Smush,Parker,33,4,10,0.4,0,3,0,1,2,0.5,0,6,5,1,4,0,0,9,H,W,2005,1610612743,0,0,0,0,4,3,0,0,33,50,16,,0,0,6,9.818181818,6.545454545,5.454545455,4.363636364,0,smush-parker-1,28,980,,,,12.1,2463,20500045,22005,137,1610612747,1610612743,2005-11-06,1900-01-01 21:30:00,1900-01-01 18:30:00,45,18997.0,0
49917,20500051,2470,1610612747,Smush,Parker,36,7,9,0.778,3,5,0.6,4,7,0.571,1,3,2,2,3,3,0,21,A,W,2005,1610612737,0,0,0,0,8,3,0,0,35,30,15,0,0,0,4,21.0,4.0,2,3,0,smush-parker-1,28,980,,,,18.5,2469,20500051,22005,135,1610612737,1610612747,2005-11-08,1900-01-01 19:00:00,1900-01-01 19:00:00,51,19523.0,0
50196,20500064,2470,1610612747,Smush,Parker,31,0,4,0,0,0,0,0,0,0.0,1,1,3,4,2,2,0,0,A,L,2005,1610612750,0,0,0,0,0,0,0,0,31,16,-8,,0,0,2,0.0,2.322580645,3.483870968,2.322580645,0,smush-parker-1,28,980,,,,-1.3,2482,20500064,22005,61,1610612750,1610612747,2005-11-09,1900-01-01 20:00:00,1900-01-01 19:00:00,64,15192.0,0
50318,20500070,2469,1610612756,Pat,Burke,4,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,L,2005,1610612765,0,0,0,0,0,0,0,0,3,56,-1,,0,0,0,0.0,0.0,0,0,0,pat-burke-1,120,2724,150,3447,4,-1.4,2488,20500070,22005,2,1610612756,1610612765,2005-11-10,1900-01-01 22:30:00,1900-01-01 20:30:00,70,17633.0,0
50471,20500077,2470,1610612747,Smush,Parker,37,5,14,0.357,2,5,0.4,1,2,0.5,0,2,3,4,3,2,0,13,A,L,2005,1610612755,0,0,0,0,6,2,0,0,37,23,-7,,0,0,2,12.64864865,1.945945946,2.918918919,2.918918919,0,smush-parker-1,28,980,,,,6.9,2495,20500077,22005,130,1610612755,1610612747,2005-11-11,1900-01-01 20:00:00,1900-01-01 20:00:00,77,20292.0,0
50848,20500095,2470,1610612747,Smush,Parker,28,2,5,0.4,2,3,0.667,1,2,0.5,0,3,1,2,1,5,2,7,A,L,2005,1610612763,0,0,0,0,0,1,0,0,28,26,-22,,0,0,3,9.0,3.857142857,1.285714286,1.285714286,0,smush-parker-1,28,980,,,,2.1,2513,20500095,22005,242,1610612763,1610612747,2005-11-14,1900-01-01 20:00:00,1900-01-01 19:00:00,95,16671.0,0
50877,20500096,101139,1610612762,CJ,Miles,14,1,7,0.143,0,2,0,0,0,0.0,1,1,1,2,1,0,0,2,H,L,2005,1610612752,0,0,0,0,0,0,0,0,13,49,6,,0,0,2,5.142857143,5.142857143,2.571428571,2.571428571,0,cj-miles-1,,,,,,-0.6,2514,20500096,22005,15,1610612762,1610612752,2005-11-14,1900-01-01 21:00:00,1900-01-01 19:00:00,96,16166.0,0
51113,20500107,101128,1610612758,Francisco,Garcia,15,1,4,0.25,0,2,0,2,2,1.0,0,2,1,2,0,0,3,4,H,W,2005,1610612762,0,0,0,0,2,0,0,0,15,8,-1,,0,0,2,9.6,4.8,2.4,0,0,francisco-garcia-1,98,2753,22,115,1,4.2,2525,20500107,22005,3,1610612758,1610612762,2005-11-15,1900-01-01 22:00:00,1900-01-01 19:00:00,107,17317.0,0
51114,20500107,101139,1610612762,CJ,Miles,20,2,10,0.2,0,3,0,2,2,1.0,3,3,1,0,1,1,0,6,A,L,2005,1610612758,0,0,0,0,2,0,0,0,20,15,-4,,0,0,6,10.8,10.8,1.8,1.8,0,cj-miles-1,,,,,,3.5,2525,20500107,22005,3,1610612758,1610612762,2005-11-15,1900-01-01 22:00:00,1900-01-01 19:00:00,107,17317.0,0
51252,20500114,2470,1610612747,Smush,Parker,34,3,10,0.3,1,4,0.25,3,4,0.75,0,4,3,4,1,5,0,10,H,W,2005,1610612752,0,0,0,0,2,2,0,0,35,26,11,,0,0,4,10.58823529,4.235294118,3.176470588,1.058823529,0,smush-parker-1,28,980,,,,1.5,2532,20500114,22005,137,1610612747,1610612752,2005-11-16,1900-01-01 22:00:00,1900-01-01 19:00:00,114,18997.0,0
51497,20500126,2469,1610612756,Pat,Burke,15,3,5,0.6,0,0,0,0,0,0.0,1,3,3,4,0,1,0,6,H,W,2005,1610612762,0,0,0,0,4,0,0,0,15,10,20,,0,0,4,14.4,9.6,7.2,0,0,pat-burke-1,120,2724,150,3447,4,4.8,2544,20500126,22005,2,1610612756,1610612762,2005-11-18,1900-01-01 21:00:00,1900-01-01 19:00:00,126,16332.0,0
51504,20500126,101139,1610612762,CJ,Miles,8,1,2,0.5,1,2,0.5,0,0,0.0,0,1,0,1,1,0,0,3,A,L,2005,1610612756,0,0,0,0,0,0,0,0,8,21,4,,0,0,1,13.5,4.5,0,4.5,0,cj-miles-1,,,,,,2.9,2544,20500126,22005,2,1610612756,1610612762,2005-11-18,1900-01-01 21:00:00,1900-01-01 19:00:00,126,16332.0,0
51547,20500128,101128,1610612758,Francisco,Garcia,6,0,2,0,0,2,0,0,0,0.0,0,0,1,0,0,1,0,0,H,W,2005,1610612749,0,0,0,0,0,0,0,0,6,23,-5,,0,0,0,0.0,0.0,6,0,0,francisco-garcia-1,98,2753,22,115,1,-1.7,2546,20500128,22005,3,1610612758,1610612749,2005-11-18,1900-01-01 22:00:00,1900-01-01 19:00:00,128,17317.0,0
51584,20500130,2470,1610612747,Smush,Parker,28,4,9,0.444,1,3,0.333,1,1,1.0,1,3,4,1,0,0,0,10,H,L,2005,1610612746,0,0,0,0,4,0,0,0,28,4,-8,,0,0,4,12.85714286,5.142857143,5.142857143,0,0,smush-parker-1,28,980,,,,9.3,2548,20500130,22005,137,1610612747,1610612746,2005-11-18,1900-01-01 22:30:00,1900-01-01 19:30:00,130,18997.0,0
51732,20500137,2469,1610612756,Pat,Burke,3,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,A,L,2005,1610612759,0,0,0,0,0,0,0,0,3,15,-12,,0,0,0,0.0,0.0,0,0,0,pat-burke-1,120,2724,150,3447,4,-0.8,2555,20500137,22005,199,1610612759,1610612756,2005-11-19,1900-01-01 20:30:00,1900-01-01 19:30:00,137,18797.0,0
51757,20500138,101139,1610612762,CJ,Miles,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,L,2005,1610612763,0,0,0,0,0,0,0,0,3,30,2,,0,0,0,0.0,0.0,0,0,0,cj-miles-1,,,,,,0,2556,20500138,22005,15,1610612762,1610612763,2005-11-19,1900-01-01 21:00:00,1900-01-01 19:00:00,138,16356.0,0
51888,20500145,2470,1610612747,Smush,Parker,34,3,12,0.25,2,7,0.286,0,0,0.0,0,2,4,1,2,1,0,8,H,L,2005,1610612741,0,0,0,0,2,0,0,0,33,54,-13,,0,0,2,8.470588235,2.117647059,4.235294118,2.117647059,0,smush-parker-1,28,980,,,,4.8,2563,20500145,22005,137,1610612747,1610612741,2005-11-20,1900-01-01 21:30:00,1900-01-01 18:30:00,145,18997.0,0
51943,20500147,101139,1610612762,CJ,Miles,6,1,3,0.333,0,2,0,1,2,0.5,0,2,1,1,0,0,0,3,H,W,2005,1610612749,0,0,0,0,2,0,0,0,5,43,3,,0,0,2,18.0,12.0,6,0,0,cj-miles-1,,,,,,1.8,2565,20500147,22005,15,1610612762,1610612749,2005-11-21,1900-01-01 21:00:00,1900-01-01 19:00:00,147,16176.0,0
51965,20500148,101128,1610612758,Francisco,Garcia,36,5,9,0.556,0,1,0,2,2,1.0,1,3,1,3,1,2,0,12,H,L,2005,1610612759,0,0,0,0,6,4,0,0,35,37,0,,0,0,4,12.0,4.0,1,1,0,francisco-garcia-1,98,2753,22,115,1,7.8,2566,20500148,22005,3,1610612758,1610612759,2005-11-21,1900-01-01 22:00:00,1900-01-01 19:00:00,148,17317.0,0
52109,20500155,101139,1610612762,CJ,Miles,4,0,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,A,W,2005,1610612760,0,0,0,0,0,0,0,0,4,14,1,,0,0,0,0.0,0.0,0,0,0,cj-miles-1,,,,,,-1.1,2573,20500155,22005,72,1610612760,1610612762,2005-11-22,1900-01-01 22:00:00,1900-01-01 19:00:00,155,14834.0,0
52298,20500164,101128,1610612758,Francisco,Garcia,19,3,5,0.6,0,1,0,0,0,0.0,0,2,4,5,1,2,0,6,H,W,2005,1610612751,0,0,0,0,6,0,0,0,18,53,-10,,0,0,2,11.36842105,3.789473684,7.578947368,1.894736842,0,francisco-garcia-1,98,2753,22,115,1,4.1,2582,20500164,22005,3,1610612758,1610612751,2005-11-23,1900-01-01 22:00:00,1900-01-01 19:00:00,164,17317.0,0
52375,20500168,2470,1610612747,Smush,Parker,33,6,10,0.6,3,5,0.6,1,2,0.5,0,8,3,2,3,3,0,16,H,W,2005,1610612760,0,0,0,0,4,0,0,0,33,30,15,,0,0,8,17.45454545,8.727272727,3.272727273,3.272727273,0,smush-parker-1,28,980,,,,14.7,2586,20500168,22005,137,1610612747,1610612760,2005-11-24,1900-01-01 22:30:00,1900-01-01 19:30:00,168,18070.0,0
52598,20500179,101128,1610612758,Francisco,Garcia,42,5,13,0.385,1,3,0.333,2,3,0.667,3,3,3,2,0,4,0,13,H,W,2005,1610612761,0,0,0,0,8,0,0,0,42,15,7,,0,0,6,11.14285714,5.142857143,2.571428571,0,0,francisco-garcia-1,98,2753,22,115,1,5.8,2597,20500179,22005,3,1610612758,1610612761,2005-11-25,1900-01-01 22:00:00,1900-01-01 19:00:00,179,17317.0,0
52854,20500192,2470,1610612747,Smush,Parker,30,2,8,0.25,1,5,0.2,0,0,0.0,1,2,0,4,1,2,0,5,H,L,2005,1610612751,0,0,0,0,0,0,0,0,30,34,-19,,0,0,3,6.0,3.6,0,1.2,0,smush-parker-1,28,980,,,,-1.1,2610,20500192,22005,137,1610612747,1610612751,2005-11-27,1900-01-01 21:30:00,1900-01-01 18:30:00,192,18528.0,0
53085,20500203,2470,1610612747,Smush,Parker,27,4,7,0.571,0,1,0,2,2,1.0,1,3,1,4,3,2,1,10,A,L,2005,1610612759,0,0,0,0,6,2,0,0,27,7,-11,,0,0,4,13.33333333,5.333333333,1.333333333,4,0,smush-parker-1,28,980,,,,9.1,2621,20500203,22005,199,1610612759,1610612747,2005-11-29,1900-01-01 20:30:00,1900-01-01 19:30:00,203,18797.0,0
53111,20500204,101139,1610612762,CJ,Miles,13,4,8,0.5,1,1,1,0,0,0.0,2,0,0,2,0,0,0,9,H,L,2005,1610612754,0,0,0,0,2,3,0,0,13,11,-4,,0,0,2,24.92307692,5.538461538,0,0,0,cj-miles-1,,,,,,5.6,2622,20500204,22005,15,1610612762,1610612754,2005-11-29,1900-01-01 21:00:00,1900-01-01 19:00:00,204,17021.0,0
53137,20500205,101128,1610612758,Francisco,Garcia,19,3,3,1,2,2,1,0,0,0.0,0,3,3,1,0,0,0,8,H,W,2005,1610612766,0,0,0,0,0,0,0,0,19,9,15,,0,0,3,15.15789474,5.684210526,5.684210526,0,0,francisco-garcia-1,98,2753,22,115,1,9.7,2623,20500205,22005,3,1610612758,1610612766,2005-11-29,1900-01-01 22:00:00,1900-01-01 19:00:00,205,17317.0,0
53314,20500214,2469,1610612756,Pat,Burke,8,1,4,0.25,0,0,0,0,0,0.0,1,0,0,3,0,2,1,2,H,W,2005,1610612754,0,0,0,0,2,0,0,0,7,36,-10,,0,0,1,9.0,4.5,0,0,0,pat-burke-1,120,2724,150,3447,4,-2.2,2632,20500214,22005,2,1610612756,1610612754,2005-11-30,1900-01-01 21:00:00,1900-01-01 19:00:00,214,16674.0,0
53361,20500216,101128,1610612758,Francisco,Garcia,11,0,2,0,0,2,0,0,0,0.0,0,1,1,1,2,1,1,0,A,L,2005,1610612744,0,0,0,0,0,0,0,0,11,12,-5,,0,0,1,0.0,3.272727273,3.272727273,6.545454545,0,francisco-garcia-1,98,2753,22,115,1,0.9,2634,20500216,22005,71,1610612744,1610612758,2005-11-30,1900-01-01 22:30:00,1900-01-01 19:30:00,216,19279.0,0
53393,20500218,2470,1610612747,Smush,Parker,38,7,12,0.583,3,5,0.6,4,6,0.667,2,3,1,3,1,1,0,21,A,W,2005,1610612762,0,0,0,0,6,0,0,0,38,16,10,,0,0,5,19.89473684,4.736842105,0.947368421,0.947368421,0,smush-parker-1,28,980,,,,16.4,2636,20500218,22005,15,1610612762,1610612747,2005-12-01,1900-01-01 22:30:00,1900-01-01 20:30:00,218,18008.0,0
53401,20500218,101139,1610612762,CJ,Miles,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,L,2005,1610612747,0,0,0,0,0,0,0,0,0,14,-2,,0,0,0,0.0,0.0,0,0,0,cj-miles-1,,,,,,0,2636,20500218,22005,15,1610612762,1610612747,2005-12-01,1900-01-01 22:30:00,1900-01-01 20:30:00,218,18008.0,0
53560,20500226,101128,1610612758,Francisco,Garcia,15,2,5,0.4,0,0,0,0,0,0.0,1,1,2,2,2,1,1,4,H,L,2005,1610612748,0,0,0,0,4,0,0,0,15,27,-3,,0,0,2,9.6,4.8,4.8,4.8,0,francisco-garcia-1,98,2753,22,115,1,4.6,2644,20500226,22005,3,1610612758,1610612748,2005-12-02,1900-01-01 22:00:00,1900-01-01 19:00:00,226,17317.0,0
53594,20500228,2470,1610612747,Smush,Parker,34,9,14,0.643,4,8,0.5,0,0,0.0,0,1,4,1,1,0,0,22,H,L,2005,1610612750,0,0,0,0,8,2,0,0,33,33,-3,,0,0,1,23.29411765,1.058823529,4.235294118,1.058823529,0,smush-parker-1,28,980,,,,19.5,2646,20500228,22005,137,1610612747,1610612750,2005-12-02,1900-01-01 22:30:00,1900-01-01 19:30:00,228,18997.0,0
53840,20500240,2469,1610612756,Pat,Burke,14,3,4,0.75,0,0,0,2,2,1.0,2,1,2,6,0,2,1,8,H,W,2005,1610612737,0,0,0,0,4,0,0,0,13,18,-10,,0,0,3,20.57142857,7.714285714,5.142857143,0,0,pat-burke-1,120,2724,150,3447,4,5.8,2658,20500240,22005,2,1610612756,1610612737,2005-12-04,1900-01-01 20:00:00,1900-01-01 18:00:00,240,16992.0,0
53872,20500241,101128,1610612758,Francisco,Garcia,18,2,5,0.4,1,2,0.5,4,5,0.8,0,0,3,2,0,0,0,9,H,L,2005,1610612750,0,0,0,0,2,2,0,0,17,55,4,,0,0,0,18.0,0.0,6,0,0,francisco-garcia-1,98,2753,22,115,1,7.2,2659,20500241,22005,3,1610612758,1610612750,2005-12-04,1900-01-01 21:00:00,1900-01-01 18:00:00,241,17317.0,0
53922,20500244,2470,1610612747,Smush,Parker,25,2,6,0.333,2,4,0.5,0,0,0.0,1,2,0,2,0,4,0,6,H,W,2005,1610612766,0,0,0,0,0,0,0,0,24,54,-2,,0,0,3,8.64,4.32,0,0,0,smush-parker-1,28,980,,,,-0.9,2662,20500244,22005,137,1610612747,1610612766,2005-12-04,1900-01-01 21:30:00,1900-01-01 18:30:00,244,18506.0,0
54062,20500251,2470,1610612747,Smush,Parker,40,8,17,0.471,1,5,0.2,3,3,1.0,0,4,4,2,7,1,1,20,A,W,2005,1610612749,0,0,0,0,14,9,0,0,39,42,14,,0,0,4,18.0,3.6,3.6,6.3,0,smush-parker-1,28,980,,,,21.2,2669,20500251,22005,5,1610612749,1610612747,2005-12-06,1900-01-01 20:00:00,1900-01-01 19:00:00,251,15185.0,0
54148,20500255,2469,1610612756,Pat,Burke,24,5,8,0.625,0,0,0,2,2,1.0,1,2,1,3,0,2,2,12,H,W,2005,1610612757,0,0,0,0,8,0,0,0,23,39,13,,0,0,3,18.0,4.5,1.5,0,0,pat-burke-1,120,2724,150,3447,4,8.6,2673,20500255,22005,2,1610612756,1610612757,2005-12-06,1900-01-01 21:00:00,1900-01-01 19:00:00,255,15102.0,0
54177,20500256,101128,1610612758,Francisco,Garcia,16,2,6,0.333,0,3,0,0,1,0.0,0,2,1,4,0,1,0,4,H,L,2005,1610612739,0,0,0,0,4,2,0,0,16,7,-1,,0,0,2,9.0,4.5,2.25,0,0,francisco-garcia-1,98,2753,22,115,1,-1.1,2674,20500256,22005,3,1610612758,1610612739,2005-12-06,1900-01-01 22:00:00,1900-01-01 19:00:00,256,17317.0,0
54210,20500258,2470,1610612747,Smush,Parker,28,6,10,0.6,3,4,0.75,0,0,0.0,0,5,4,1,0,0,0,15,A,W,2005,1610612761,0,0,0,0,6,0,0,0,28,18,16,,0,0,5,19.28571429,6.428571429,5.142857143,0,0,smush-parker-1,28,980,,,,14.3,2676,20500258,22005,116,1610612761,1610612747,2005-12-07,1900-01-01 19:00:00,1900-01-01 19:00:00,258,18821.0,0
