field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,col_games,col_minutes,intl_games,intl_minutes,intl_group,game_score,field1,Game_id,Season,Arena_id,Home_Team_id,Visitor_Team_id,Date_EST,Time_EST,Time_Local,Game_Number,Attendance,Playoff_Indicator
29855,20400290,2804,1610612741,Andres,Nocioni,23,3,6,0.5,0,1,0,4,7,0.571,0,6,1,1,0,1,0,10,H,W,2004,1610612750,0,0,0,0,2,3,0,0,23,0,12,0,0,1,6,15.65217391,9.391304348,1.565217391,0,0,andres-nocioni-1,,,159,4144,4,6.9,1478,20400290,22004,66,1610612741,1610612750,2004-12-11,1900-01-01 20:30:00,1900-01-01 19:30:00,290,20782.0,0
29993,20400297,2454,1610612740,Junior,Harrington,29,4,9,0.444,1,3,0.333,5,5,1.0,0,3,4,3,2,3,0,14,A,L,2004,1610612764,0,0,0,0,6,4,0,0,29,0,2,0,4,0,3,17.37931034,3.724137931,4.965517241,2.482758621,0,junior-harrington-1,,,,,,10.8,1485,20400297,22004,77,1610612764,1610612740,2004-12-12,1900-01-01 13:00:00,1900-01-01 13:00:00,297,13969.0,0
30136,20400304,2804,1610612741,Andres,Nocioni,21,6,8,0.75,0,0,0,0,0,0.0,2,2,2,4,0,1,0,12,H,L,2004,1610612742,0,0,0,0,8,0,0,0,21,8,1,0,2,0,4,20.57142857,6.857142857,3.428571429,0,0,andres-nocioni-1,,,159,4144,4,9.6,1492,20400304,22004,66,1610612741,1610612742,2004-12-13,1900-01-01 20:30:00,1900-01-01 19:30:00,304,16191.0,0
30211,20400308,2454,1610612740,Junior,Harrington,35,9,13,0.692,2,2,1,2,4,0.5,0,2,7,1,1,2,0,22,A,L,2004,1610612766,0,0,0,0,2,2,0,0,35,0,8,1,6,2,2,22.62857143,2.057142857,7.2,1.028571429,1.028571429,junior-harrington-1,,,,,,19.8,1496,20400308,22004,9,1610612766,1610612740,2004-12-14,1900-01-01 19:00:00,1900-01-01 19:00:00,308,13589.0,0
30479,20400321,2804,1610612741,Andres,Nocioni,24,3,7,0.429,1,1,1,2,2,1.0,0,3,3,2,2,1,2,9,A,W,2004,1610612763,0,0,0,0,4,3,0,0,24,18,7,0,2,2,3,13.5,4.5,4.5,3,0,andres-nocioni-1,,,159,4144,4,9.9,1509,20400321,22004,242,1610612763,1610612741,2004-12-15,1900-01-01 20:00:00,1900-01-01 19:00:00,321,14163.0,0
30495,20400322,2454,1610612740,Junior,Harrington,31,5,10,0.5,0,0,0,5,6,0.833,0,5,2,5,1,2,0,15,H,W,2004,1610612744,0,0,0,0,4,0,0,0,31,0,5,0,2,2,5,17.41935484,5.806451613,2.322580645,1.161290323,0,junior-harrington-1,,,,,,9.5,1510,20400322,22004,160,1610612740,1610612744,2004-12-15,1900-01-01 20:00:00,1900-01-01 19:00:00,322,13641.0,0
30609,20400327,2804,1610612741,Andres,Nocioni,28,3,5,0.6,0,1,0,0,0,0.0,2,5,0,3,1,2,1,6,H,W,2004,1610612749,0,0,0,0,4,0,0,0,28,0,6,0,2,0,7,7.714285714,9.0,0,1.285714286,0,andres-nocioni-1,,,159,4144,4,5.1,1515,20400327,22004,66,1610612741,1610612749,2004-12-16,1900-01-01 20:30:00,1900-01-01 19:30:00,327,14403.0,0
30775,20400335,2454,1610612740,Junior,Harrington,33,2,12,0.167,0,1,0,0,0,0.0,3,1,1,2,0,1,0,4,H,L,2004,1610612759,0,0,0,0,2,0,0,0,33,0,-11,2,0,0,4,4.363636364,4.363636364,1.090909091,0,2.181818182,junior-harrington-1,,,,,,-2.3,1523,20400335,22004,160,1610612740,1610612759,2004-12-17,1900-01-01 20:00:00,1900-01-01 19:00:00,335,13071.0,0
30961,20400344,2804,1610612741,Andres,Nocioni,21,0,7,0,0,1,0,2,2,1.0,2,5,1,3,1,0,0,2,H,W,2004,1610612754,0,0,0,0,0,0,0,0,21,0,-4,1,0,0,7,3.428571429,12.0,1.714285714,1.714285714,1.714285714,andres-nocioni-1,,,159,4144,4,0.5,1532,20400344,22004,66,1610612741,1610612754,2004-12-18,1900-01-01 20:30:00,1900-01-01 19:30:00,344,19474.0,0
31123,20400352,2454,1610612740,Junior,Harrington,22,1,9,0.111,0,0,0,0,0,0.0,1,2,3,2,5,3,0,2,A,L,2004,1610612758,0,0,0,0,2,2,0,0,22,0,-19,1,2,0,3,3.272727273,4.909090909,4.909090909,8.181818182,1.636363636,junior-harrington-1,,,,,,0.7,1540,20400352,22004,3,1610612758,1610612740,2004-12-19,1900-01-01 21:00:00,1900-01-01 18:00:00,352,17317.0,0
31184,20400355,2804,1610612741,Andres,Nocioni,20,1,7,0.143,0,3,0,3,4,0.75,1,2,0,2,0,1,0,5,H,W,2004,1610612757,0,0,0,0,0,0,0,0,20,0,-15,0,0,1,3,9.0,5.4,0,0,0,andres-nocioni-1,,,159,4144,4,-0.4,1543,20400355,22004,66,1610612741,1610612757,2004-12-20,1900-01-01 20:30:00,1900-01-01 19:30:00,355,19023.0,0
31378,20400365,2454,1610612740,Junior,Harrington,15,1,5,0.2,0,1,0,1,2,0.5,0,0,2,1,2,0,0,3,A,L,2004,1610612746,0,0,0,0,2,0,0,0,15,0,-3,1,0,1,0,7.2,0.0,4.8,4.8,2.4,junior-harrington-1,,,,,,2.5,1553,20400365,22004,137,1610612746,1610612740,2004-12-21,1900-01-01 22:30:00,1900-01-01 19:30:00,365,13034.0,0
31524,20400372,2804,1610612741,Andres,Nocioni,32,6,11,0.545,1,4,0.25,5,6,0.833,0,2,1,3,2,2,0,18,A,W,2004,1610612765,0,0,0,0,6,4,0,0,32,0,12,0,5,0,2,20.25,2.25,1.125,2.25,0,andres-nocioni-1,,,159,4144,4,12.4,1560,20400372,22004,44,1610612765,1610612741,2004-12-22,1900-01-01 19:30:00,1900-01-01 19:30:00,372,22076.0,0
31780,20400385,2804,1610612741,Andres,Nocioni,18,0,3,0,0,1,0,0,0,0.0,0,3,1,1,0,3,0,0,A,L,2004,1610612749,0,0,0,0,0,0,0,0,18,0,-18,1,0,0,3,0.0,6.0,2,0,2,andres-nocioni-1,,,159,4144,4,-3.9,1573,20400385,22004,5,1610612749,1610612741,2004-12-26,1900-01-01 19:00:00,1900-01-01 18:00:00,385,15738.0,0
32144,20400403,2804,1610612741,Andres,Nocioni,24,1,4,0.25,0,2,0,2,2,1.0,0,6,2,3,0,4,0,4,H,L,2004,1610612751,0,0,0,0,2,0,0,0,24,0,-1,1,2,0,6,6.0,9.0,3,0,1.5,andres-nocioni-1,,,159,4144,4,-0.4,1591,20400403,22004,66,1610612741,1610612751,2004-12-28,1900-01-01 20:30:00,1900-01-01 19:30:00,403,22903.0,0
32698,20400430,2804,1610612741,Andres,Nocioni,16,3,6,0.5,0,0,0,3,4,0.75,1,1,0,2,0,2,2,9,H,W,2004,1610612753,0,0,0,0,2,2,0,0,15,31,8,0,2,2,2,20.25,4.5,0,0,0,andres-nocioni-1,,,159,4144,4,5.2,1618,20400430,22004,66,1610612741,1610612753,2005-01-01,1900-01-01 20:30:00,1900-01-01 19:30:00,430,20763.0,0
32894,20400440,2454,1610612740,Junior,Harrington,20,0,3,0,0,0,0,2,2,1.0,1,2,0,3,0,3,0,2,A,L,2004,1610612738,0,0,0,0,0,0,0,0,20,0,-4,0,2,0,3,3.6,5.4,0,0,0,junior-harrington-1,,,,,,-3,1628,20400440,22004,17,1610612738,1610612740,2005-01-03,1900-01-01 19:00:00,1900-01-01 19:00:00,440,13002.0,0
33000,20400445,2804,1610612741,Andres,Nocioni,21,2,7,0.286,0,1,0,0,0,0.0,1,0,2,1,0,1,0,4,H,L,2004,1610612765,0,0,0,0,0,2,0,0,21,0,-11,0,0,0,1,6.857142857,1.714285714,3.428571429,0,0,andres-nocioni-1,,,159,4144,4,0.6,1633,20400445,22004,66,1610612741,1610612765,2005-01-03,1900-01-01 20:30:00,1900-01-01 19:30:00,445,18523.0,0
33298,20400460,2454,1610612740,Junior,Harrington,22,0,3,0,0,1,0,1,2,0.5,0,3,3,4,0,1,0,1,H,L,2004,1610612741,0,0,0,0,0,1,0,0,22,0,5,0,0,0,3,1.636363636,4.909090909,4.909090909,0,0,junior-harrington-1,,,,,,-1.1,1648,20400460,22004,160,1610612740,1610612741,2005-01-05,1900-01-01 20:00:00,1900-01-01 19:00:00,460,13369.0,0
33304,20400460,2804,1610612741,Andres,Nocioni,15,1,5,0.2,0,1,0,0,0,0.0,0,1,0,3,0,2,0,2,A,W,2004,1610612740,0,0,0,0,0,0,0,0,15,0,-19,0,0,0,1,4.8,2.4,0,0,0,andres-nocioni-1,,,159,4144,4,-4,1648,20400460,22004,160,1610612740,1610612741,2005-01-05,1900-01-01 20:00:00,1900-01-01 19:00:00,460,13369.0,0
33559,20400473,2454,1610612740,Junior,Harrington,20,1,4,0.25,1,1,1,2,2,1.0,1,4,1,1,1,0,0,5,A,L,2004,1610612763,0,0,0,0,0,2,0,0,20,0,6,0,2,0,5,9.0,9.0,1.8,1.8,0,junior-harrington-1,,,,,,5.8,1661,20400473,22004,242,1610612763,1610612740,2005-01-07,1900-01-01 20:00:00,1900-01-01 19:00:00,473,15317.0,0
33604,20400475,2804,1610612741,Andres,Nocioni,14,3,7,0.429,1,2,0.5,4,4,1.0,0,0,0,3,0,2,0,11,H,W,2004,1610612762,0,0,0,0,4,2,0,0,14,0,-10,0,6,0,0,28.28571429,0.0,0,0,0,andres-nocioni-1,,,159,4144,4,4.1,1663,20400475,22004,66,1610612741,1610612762,2005-01-07,1900-01-01 20:30:00,1900-01-01 19:30:00,475,16887.0,0
33778,20400484,2804,1610612741,Andres,Nocioni,16,0,5,0,0,0,0,3,4,0.75,1,2,0,2,0,1,0,3,H,W,2004,1610612738,0,0,0,0,0,0,0,0,16,0,5,1,1,0,3,6.75,6.75,0,0,2.25,andres-nocioni-1,,,159,4144,4,-1.4,1672,20400484,22004,66,1610612741,1610612738,2005-01-08,1900-01-01 20:30:00,1900-01-01 19:30:00,484,18932.0,0
34006,20400495,2804,1610612741,Andres,Nocioni,21,2,7,0.286,0,0,0,0,0,0.0,0,5,0,2,1,3,0,4,H,W,2004,1610612744,0,0,0,0,4,0,0,0,21,0,-8,0,2,0,5,6.857142857,8.571428571,0,1.714285714,0,andres-nocioni-1,,,159,4144,4,-1.4,1683,20400495,22004,66,1610612741,1610612744,2005-01-10,1900-01-01 20:30:00,1900-01-01 19:30:00,495,17032.0,0
34286,20400509,2804,1610612741,Andres,Nocioni,19,2,5,0.4,0,0,0,0,0,0.0,2,6,2,1,1,2,1,4,H,W,2004,1610612755,0,0,0,0,2,0,0,0,19,0,26,0,0,2,8,7.578947368,15.15789474,3.789473684,1.894736842,0,andres-nocioni-1,,,159,4144,4,5.2,1697,20400509,22004,66,1610612741,1610612755,2005-01-12,1900-01-01 20:30:00,1900-01-01 19:30:00,509,18095.0,0
34718,20400530,2804,1610612741,Andres,Nocioni,22,3,5,0.6,0,1,0,0,0,0.0,0,2,2,3,0,2,2,6,H,W,2004,1610612752,0,0,0,0,6,0,0,0,22,0,3,0,2,0,2,9.818181818,3.272727273,3.272727273,0,0,andres-nocioni-1,,,159,4144,4,3.9,1718,20400530,22004,66,1610612741,1610612752,2005-01-15,1900-01-01 15:30:00,1900-01-01 14:30:00,530,22358.0,0
34994,20400544,2804,1610612741,Andres,Nocioni,24,4,6,0.667,2,2,1,3,4,0.75,4,7,3,2,1,2,1,13,A,W,2004,1610612752,0,0,0,0,2,0,0,1,24,0,4,0,0,3,11,19.5,16.5,4.5,1.5,0,andres-nocioni-1,,,159,4144,4,15.9,1732,20400544,22004,30,1610612752,1610612741,2005-01-17,1900-01-01 13:00:00,1900-01-01 13:00:00,544,19040.0,0
35030,20400546,2454,1610612740,Junior,Harrington,13,0,1,0,0,0,0,0,0,0.0,0,2,4,4,0,2,0,0,A,L,2004,1610612755,0,0,0,0,0,0,0,0,13,0,-2,0,0,0,2,0.0,5.538461538,11.07692308,0,0,junior-harrington-1,,,,,,-0.9,1734,20400546,22004,130,1610612755,1610612740,2005-01-17,1900-01-01 14:00:00,1900-01-01 14:00:00,546,17428.0,0
35315,20400560,2804,1610612741,Andres,Nocioni,17,0,5,0,0,1,0,0,0,0.0,0,1,0,1,0,0,2,0,A,L,2004,1610612738,0,0,0,0,0,0,0,0,17,0,-15,2,0,0,1,0.0,2.117647059,0,0,4.235294118,andres-nocioni-1,,,159,4144,4,-2.2,1748,20400560,22004,17,1610612738,1610612741,2005-01-19,1900-01-01 19:00:00,1900-01-01 19:00:00,560,13109.0,0
35411,20400565,2454,1610612740,Junior,Harrington,13,2,4,0.5,0,0,0,2,2,1.0,0,1,3,3,0,0,0,6,H,W,2004,1610612754,0,0,0,0,0,2,0,0,13,0,6,0,0,0,1,16.61538462,2.769230769,8.307692308,0,0,junior-harrington-1,,,,,,5.2,1753,20400565,22004,160,1610612740,1610612754,2005-01-19,1900-01-01 20:00:00,1900-01-01 19:00:00,565,12190.0,0
35683,20400578,2804,1610612741,Andres,Nocioni,14,1,4,0.25,0,0,0,0,0,0.0,0,0,2,1,0,0,0,2,H,W,2004,1610612737,0,0,0,0,2,0,0,0,14,16,3,0,0,0,0,5.142857143,0.0,5.142857143,0,0,andres-nocioni-1,,,159,4144,4,0.6,1766,20400578,22004,66,1610612741,1610612737,2005-01-21,1900-01-01 20:30:00,1900-01-01 19:30:00,578,18815.0,0
35840,20400586,2804,1610612741,Andres,Nocioni,24,5,7,0.714,0,1,0,1,2,0.5,0,5,1,4,0,2,1,11,A,W,2004,1610612765,0,0,0,0,6,2,0,0,24,0,9,0,2,1,5,16.5,7.5,1.5,0,0,andres-nocioni-1,,,159,4144,4,7,1774,20400586,22004,44,1610612765,1610612741,2005-01-22,1900-01-01 19:30:00,1900-01-01 19:30:00,586,22076.0,0
36117,20400600,2804,1610612741,Andres,Nocioni,21,1,7,0.143,0,0,0,2,2,1.0,1,5,1,3,0,0,0,4,A,W,2004,1610612737,0,0,0,0,0,0,0,0,21,0,9,2,0,2,6,6.857142857,10.28571429,1.714285714,0,3.428571429,andres-nocioni-1,,,159,4144,4,1.2,1788,20400600,22004,135,1610612737,1610612741,2005-01-24,1900-01-01 19:30:00,1900-01-01 19:30:00,600,11659.0,0
36299,20400609,2804,1610612741,Andres,Nocioni,33,3,9,0.333,2,4,0.5,4,4,1.0,0,5,1,5,2,1,1,12,H,W,2004,1610612743,0,0,0,0,2,2,0,0,33,0,10,1,0,3,5,13.09090909,5.454545455,1.090909091,2.181818182,1.090909091,andres-nocioni-1,,,159,4144,4,8.8,1797,20400609,22004,66,1610612741,1610612743,2005-01-25,1900-01-01 20:30:00,1900-01-01 19:30:00,609,18911.0,0
36625,20400625,2804,1610612741,Andres,Nocioni,24,7,8,0.875,2,2,1,1,1,1.0,2,2,1,2,1,0,0,17,H,W,2004,1610612766,0,0,0,0,6,5,0,0,24,0,8,0,5,2,4,25.5,6.0,1.5,1.5,0,andres-nocioni-1,,,159,4144,4,17.1,1813,20400625,22004,66,1610612741,1610612766,2005-01-27,1900-01-01 20:30:00,1900-01-01 19:30:00,625,19439.0,0
36761,20400632,2454,1610612740,Junior,Harrington,5,1,2,0.5,0,0,0,0,0,0.0,0,0,1,0,0,0,0,2,H,W,2004,1610612755,0,0,0,0,0,0,0,0,5,0,-5,0,0,0,0,14.4,0.0,7.2,0,0,junior-harrington-1,,,,,,1.7,1820,20400632,22004,160,1610612740,1610612755,2005-01-28,1900-01-01 20:00:00,1900-01-01 19:00:00,632,15322.0,0
36985,20400643,2804,1610612741,Andres,Nocioni,19,2,5,0.4,0,2,0,1,2,0.5,1,1,1,6,0,0,0,5,H,L,2004,1610612738,0,0,0,0,4,0,0,0,19,0,-10,1,0,2,2,9.473684211,3.789473684,1.894736842,0,1.894736842,andres-nocioni-1,,,159,4144,4,1.2,1831,20400643,22004,66,1610612741,1610612738,2005-01-29,1900-01-01 20:30:00,1900-01-01 19:30:00,643,22869.0,0
37020,20400645,2454,1610612740,Junior,Harrington,16,0,4,0,0,0,0,0,0,0.0,0,1,1,4,0,1,1,0,A,L,2004,1610612759,0,0,0,0,0,0,0,0,16,0,-9,0,0,0,1,0.0,2.25,2.25,0,0,junior-harrington-1,,,,,,-3.7,1833,20400645,22004,199,1610612759,1610612740,2005-01-29,1900-01-01 20:30:00,1900-01-01 19:30:00,645,18797.0,0
37241,20400656,2454,1610612740,Junior,Harrington,3,0,1,0,0,0,0,0,0,0.0,0,0,1,2,0,1,0,0,H,L,2004,1610612763,0,0,0,0,0,0,0,0,3,0,-5,0,0,0,0,0.0,0.0,12,0,0,junior-harrington-1,,,,,,-1.8,1844,20400656,22004,160,1610612740,1610612763,2005-01-31,1900-01-01 20:00:00,1900-01-01 19:00:00,656,11610.0,0
37339,20400661,2804,1610612741,Andres,Nocioni,25,3,6,0.5,1,2,0.5,0,0,0.0,0,1,0,3,2,4,0,7,A,L,2004,1610612751,0,0,0,0,4,2,0,0,25,0,-7,0,0,0,1,10.08,1.44,0,2.88,0,andres-nocioni-1,,,159,4144,4,1.1,1849,20400661,22004,11,1610612751,1610612741,2005-02-01,1900-01-01 19:30:00,1900-01-01 19:30:00,661,14546.0,0
37582,20400673,2454,1610612740,Junior,Harrington,1,0,1,0,0,1,0,2,2,1.0,0,1,0,0,0,0,0,2,H,L,2004,1610612742,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,72.0,36.0,0,0,0,junior-harrington-1,,,,,,1.6,1861,20400673,22004,160,1610612740,1610612742,2005-02-02,1900-01-01 20:00:00,1900-01-01 19:00:00,673,11094.0,0
37875,20400688,2454,1610612740,Junior,Harrington,18,3,4,0.75,0,0,0,0,0,0.0,0,2,0,3,2,2,0,6,A,L,2004,1610612744,0,0,0,0,4,4,0,0,18,0,-4,0,2,0,2,12.0,4.0,0,4,0,junior-harrington-1,,,,,,3.8,1876,20400688,22004,71,1610612744,1610612740,2005-02-04,1900-01-01 22:30:00,1900-01-01 19:30:00,688,13589.0,0
37965,20400692,2804,1610612741,Andres,Nocioni,18,1,5,0.2,0,0,0,3,6,0.5,0,6,0,0,0,2,1,5,A,L,2004,1610612748,0,0,0,0,0,0,0,0,18,0,-21,1,2,0,6,10.0,12.0,0,0,2,andres-nocioni-1,,,159,4144,4,1.2,1880,20400692,22004,146,1610612748,1610612741,2005-02-05,1900-01-01 19:30:00,1900-01-01 19:30:00,692,20061.0,0
38025,20400695,2454,1610612740,Junior,Harrington,18,2,5,0.4,1,1,1,0,0,0.0,0,0,3,3,1,2,0,5,A,L,2004,1610612762,0,0,0,0,2,0,0,0,18,0,-1,1,0,0,0,10.0,0.0,6,2,2,junior-harrington-1,,,,,,2.2,1883,20400695,22004,15,1610612762,1610612740,2005-02-05,1900-01-01 21:00:00,1900-01-01 19:00:00,695,19575.0,0
38388,20400713,2804,1610612741,Andres,Nocioni,5,0,1,0,0,0,0,1,2,0.5,0,2,3,2,0,0,0,1,A,W,2004,1610612742,0,0,0,0,0,0,0,0,5,0,-3,0,0,0,2,7.2,14.4,21.6,0,0,andres-nocioni-1,,,159,4144,4,1.8,1901,20400713,22004,193,1610612742,1610612741,2005-02-08,1900-01-01 20:30:00,1900-01-01 19:30:00,713,20224.0,0
38623,20400725,2804,1610612741,Andres,Nocioni,17,2,6,0.333,0,2,0,3,3,1.0,1,3,1,2,0,1,0,7,A,L,2004,1610612745,0,0,0,0,4,3,0,0,17,0,-2,1,3,0,4,14.82352941,8.470588235,2.117647059,0,2.117647059,andres-nocioni-1,,,159,4144,4,4.1,1913,20400725,22004,215,1610612745,1610612741,2005-02-09,1900-01-01 20:30:00,1900-01-01 19:30:00,725,14267.0,0
39062,20400747,2804,1610612741,Andres,Nocioni,15,2,5,0.4,0,0,0,0,0,0.0,1,3,2,1,0,1,0,4,A,W,2004,1610612750,0,0,0,0,2,0,0,0,15,0,7,0,0,0,4,9.6,9.6,4.8,0,0,andres-nocioni-1,,,159,4144,4,2.9,1935,20400747,22004,61,1610612750,1610612741,2005-02-13,1900-01-01 15:30:00,1900-01-01 14:30:00,747,19420.0,0
39428,20400765,2804,1610612741,Andres,Nocioni,20,2,2,1,0,0,0,6,10,0.6,1,5,1,3,1,4,0,10,H,W,2004,1610612758,0,0,0,0,2,1,0,0,20,0,-4,0,0,0,6,18.0,10.8,1.8,1.8,0,andres-nocioni-1,,,159,4144,4,6.5,1953,20400765,22004,66,1610612741,1610612758,2005-02-15,1900-01-01 20:30:00,1900-01-01 19:30:00,765,21789.0,0
39536,20400770,2804,1610612741,Andres,Nocioni,15,2,2,1,0,0,0,2,4,0.5,1,6,1,2,0,1,0,6,A,W,2004,1610612761,0,0,0,0,2,0,0,0,15,0,-10,0,0,1,7,14.4,16.8,2.4,0,0,andres-nocioni-1,,,159,4144,4,6,1958,20400770,22004,116,1610612761,1610612741,2005-02-16,1900-01-01 19:00:00,1900-01-01 19:00:00,770,15881.0,0
39852,20400786,2804,1610612741,Andres,Nocioni,16,2,5,0.4,1,1,1,2,3,0.667,0,3,0,2,0,1,0,7,H,W,2004,1610612748,0,0,0,0,2,0,0,0,16,0,-6,0,5,0,3,15.75,6.75,0,0,0,andres-nocioni-1,,,159,4144,4,3,1974,20400786,22004,66,1610612741,1610612748,2005-02-22,1900-01-01 20:30:00,1900-01-01 19:30:00,786,22682.0,0
39953,20400791,2804,1610612741,Andres,Nocioni,23,3,6,0.5,0,1,0,0,1,0.0,0,3,1,5,0,2,0,6,A,L,2004,1610612739,0,0,0,0,6,0,0,0,23,0,7,1,2,0,3,9.391304348,4.695652174,1.565217391,0,1.565217391,andres-nocioni-1,,,159,4144,4,0.2,1979,20400791,22004,22,1610612739,1610612741,2005-02-23,1900-01-01 19:00:00,1900-01-01 19:00:00,791,20562.0,0
40279,20400807,2804,1610612741,Andres,Nocioni,22,2,5,0.4,1,1,1,0,0,0.0,1,2,4,3,0,3,2,5,H,W,2004,1610612764,0,0,0,0,2,2,0,0,22,0,28,1,0,3,3,8.181818182,4.909090909,6.545454545,0,1.636363636,andres-nocioni-1,,,159,4144,4,3.6,1995,20400807,22004,66,1610612741,1610612764,2005-02-25,1900-01-01 20:30:00,1900-01-01 19:30:00,807,22708.0,0
40421,20400814,2804,1610612741,Andres,Nocioni,9,1,3,0.333,0,1,0,1,1,1.0,0,1,0,0,0,0,0,3,A,W,2004,1610612766,0,0,0,0,2,0,0,0,9,0,-9,0,0,0,1,12.0,4.0,0,0,0,andres-nocioni-1,,,159,4144,4,1.6,2002,20400814,22004,9,1610612766,1610612741,2005-02-26,1900-01-01 19:00:00,1900-01-01 19:00:00,814,17495.0,0
40896,20400838,2804,1610612741,Andres,Nocioni,21,2,9,0.222,0,2,0,4,5,0.8,2,3,1,4,2,1,0,8,H,L,2004,1610612745,0,0,0,0,4,0,0,0,21,0,-7,0,0,4,5,13.71428571,8.571428571,1.714285714,3.428571429,0,andres-nocioni-1,,,159,4144,4,4.5,2026,20400838,22004,66,1610612741,1610612745,2005-03-01,1900-01-01 20:30:00,1900-01-01 19:30:00,838,21755.0,0
41387,20400862,2804,1610612741,Andres,Nocioni,36,4,6,0.667,0,0,0,5,6,0.833,0,7,2,2,0,2,2,13,A,L,2004,1610612759,0,0,0,0,0,4,0,0,36,0,1,1,0,0,7,13.0,7.0,2,0,1,andres-nocioni-1,,,159,4144,4,12.1,2050,20400862,22004,199,1610612759,1610612741,2005-03-04,1900-01-01 20:30:00,1900-01-01 19:30:00,862,18797.0,0
41543,20400870,2804,1610612741,Andres,Nocioni,31,3,11,0.273,0,2,0,0,0,0.0,1,8,3,2,0,3,0,6,A,L,2004,1610612749,0,0,0,0,4,2,0,0,31,0,-9,1,2,0,9,6.967741935,10.4516129,3.483870968,0,1.161290323,andres-nocioni-1,,,159,4144,4,0.9,2058,20400870,22004,5,1610612749,1610612741,2005-03-05,1900-01-01 20:30:00,1900-01-01 19:30:00,870,18717.0,0
41787,20400882,2804,1610612741,Andres,Nocioni,31,5,7,0.714,1,2,0.5,2,4,0.5,2,6,1,2,1,5,0,13,H,W,2004,1610612749,0,0,0,0,8,2,0,0,31,0,-1,1,0,6,8,15.09677419,9.290322581,1.161290323,1.161290323,1.161290323,andres-nocioni-1,,,159,4144,4,8.4,2070,20400882,22004,66,1610612741,1610612749,2005-03-07,1900-01-01 20:30:00,1900-01-01 19:30:00,882,20042.0,0
42170,20400901,2804,1610612741,Andres,Nocioni,39,5,13,0.385,0,1,0,4,4,1.0,1,5,5,3,1,1,1,14,A,W,2004,1610612757,0,0,0,0,8,0,0,0,39,0,16,2,4,2,6,12.92307692,5.538461538,4.615384615,0.923076923,1.846153846,andres-nocioni-1,,,159,4144,4,12.1,2089,20400901,22004,51,1610612757,1610612741,2005-03-09,1900-01-01 22:00:00,1900-01-01 19:00:00,901,14251.0,0
42404,20400913,2804,1610612741,Andres,Nocioni,23,2,5,0.4,0,1,0,2,2,1.0,1,4,3,4,1,5,0,6,A,W,2004,1610612760,0,0,0,0,4,0,0,0,23,22,-9,0,0,0,5,9.391304348,7.826086957,4.695652174,1.565217391,0,andres-nocioni-1,,,159,4144,4,1.7,2101,20400913,22004,72,1610612760,1610612741,2005-03-11,1900-01-01 22:30:00,1900-01-01 19:30:00,913,17072.0,0
42570,20400921,2804,1610612741,Andres,Nocioni,19,2,7,0.286,1,2,0.5,0,0,0.0,0,5,0,3,0,2,0,5,A,L,2004,1610612746,0,0,0,0,0,0,0,0,19,0,-4,0,0,0,5,9.473684211,9.473684211,0,0,0,andres-nocioni-1,,,159,4144,4,-0.8,2109,20400921,22004,137,1610612746,1610612741,2005-03-13,1900-01-01 15:30:00,1900-01-01 12:30:00,921,19060.0,0
42964,20400940,2804,1610612741,Andres,Nocioni,34,5,9,0.556,0,2,0,5,7,0.714,3,5,4,6,2,2,1,15,H,L,2004,1610612760,0,0,0,0,6,0,0,0,34,0,-19,2,0,2,8,15.88235294,8.470588235,4.235294118,2.117647059,2.117647059,andres-nocioni-1,,,159,4144,4,14.6,2128,20400940,22004,66,1610612741,1610612760,2005-03-15,1900-01-01 20:30:00,1900-01-01 19:30:00,940,21762.0,0
43066,20400945,2804,1610612741,Andres,Nocioni,30,5,11,0.455,1,4,0.25,4,4,1.0,1,6,2,2,0,3,0,15,A,L,2004,1610612751,0,0,0,0,6,2,0,0,30,0,-1,0,2,2,7,18.0,8.4,2.4,0,0,andres-nocioni-1,,,159,4144,4,9.4,2133,20400945,22004,11,1610612751,1610612741,2005-03-16,1900-01-01 19:30:00,1900-01-01 19:30:00,945,14244.0,0
43427,20400963,2804,1610612741,Andres,Nocioni,19,2,7,0.286,0,1,0,5,6,0.833,1,1,1,1,0,1,0,9,H,L,2004,1610612740,0,0,0,0,2,0,0,0,19,0,-8,0,0,2,2,17.05263158,3.789473684,1.894736842,0,0,andres-nocioni-1,,,159,4144,4,4.8,2151,20400963,22004,66,1610612741,1610612740,2005-03-18,1900-01-01 20:30:00,1900-01-01 19:30:00,963,22217.0,0
