"br_url","Month","Minutes","Points","Rebounds","Assists","Steals","Turnovers","Blocks","First","Last","PlayerIndex","CollegeGames","CollegeMinutes","Pts36","Ast36","Reb36","Stl36","TO36","Blk36","CollegeMPG"
"kirk-snyder-1",1,134,36,16,5,6,9,0,"Kirk","Snyder",117,84,2586.9999999999995,9.671641791044776,1.3432835820895521,4.298507462686567,1.6119402985074627,2.417910447761194,0,30.797619047619044
"kirk-snyder-1",2,132,66,17,4,5,7,4,"Kirk","Snyder",117,84,2586.9999999999995,18,1.0909090909090908,4.636363636363637,1.3636363636363638,1.9090909090909092,1.0909090909090908,30.797619047619044
"kirk-snyder-1",3,172,54,23,8,4,11,6,"Kirk","Snyder",117,84,2586.9999999999995,11.30232558139535,1.6744186046511627,4.813953488372093,0.8372093023255813,2.302325581395349,1.255813953488372,30.797619047619044
"kirk-snyder-1",4,234,100,30,11,8,14,3,"Kirk","Snyder",117,84,2586.9999999999995,15.384615384615383,1.6923076923076923,4.615384615384615,1.2307692307692308,2.1538461538461537,0.4615384615384615,30.797619047619044
"kirk-snyder-1",11,67,23,12,1,0,5,2,"Kirk","Snyder",117,84,2586.9999999999995,12.35820895522388,0.5373134328358209,6.447761194029851,0,2.6865671641791042,1.0746268656716418,30.797619047619044
"kirk-snyder-1",12,167,59,23,7,3,12,4,"Kirk","Snyder",117.00000000000001,84.00000000000001,2586.9999999999995,12.718562874251496,1.5089820359281436,4.95808383233533,0.6467065868263473,2.586826347305389,0.8622754491017964,30.797619047619037
"klay-thompson-1",1,260,115,19,21,8,16,5,"Klay","Thompson",594.0000000000001,97.99999999999999,3370.9999999999995,15.923076923076923,2.907692307692308,2.6307692307692307,1.1076923076923078,2.2153846153846155,0.6923076923076923,34.39795918367347
"klay-thompson-1",2,210,105,27,12,7,13,2,"Klay","Thompson",594.0000000000001,97.99999999999999,3370.9999999999995,18,2.057142857142857,4.628571428571428,1.2,2.2285714285714286,0.34285714285714286,34.39795918367347
"klay-thompson-1",3,538,296,46,49,14,32,6,"Klay","Thompson",594,97.99999999999999,3370.9999999999995,19.806691449814124,3.278810408921933,3.078066914498141,0.9368029739776952,2.141263940520446,0.4014869888475836,34.39795918367347
"klay-thompson-1",4,540,298,61,45,19,36,7,"Klay","Thompson",594.0000000000001,97.99999999999999,3370.9999999999995,19.866666666666667,3,4.066666666666666,1.2666666666666668,2.4,0.4666666666666667,34.39795918367347
"klay-thompson-1",12,64,12,8,6,1,6,0,"Klay","Thompson",594,98,3370.9999999999995,6.75,3.375,4.5,0.5625,3.375,0,34.397959183673464
"kobi-simmons-1",1,25,8,1,1,2,3,0,"Kobi","Simmons",1072,37,868.9999999999999,11.52,1.44,1.44,2.88,4.32,0,23.486486486486484
"kobi-simmons-1",2,23,6,0,3,0,2,0,"Kobi","Simmons",1072,37,869,9.391304347826086,4.695652173913043,0,0,3.1304347826086953,0,23.486486486486488
"kobi-simmons-1",3,277,85,22,32,9,18,2,"Kobi","Simmons",1072,37.00000000000001,868.9999999999998,11.046931407942237,4.158844765342961,2.8592057761732854,1.1696750902527075,2.339350180505415,0.25992779783393505,23.486486486486477
"kobi-simmons-1",4,169,59,9,21,1,15,0,"Kobi","Simmons",1072,37,869,12.568047337278106,4.4733727810650885,1.9171597633136095,0.21301775147928995,3.195266272189349,0,23.486486486486488
"kobi-simmons-1",11,5,2,0,0,0,0,0,"Kobi","Simmons",1072,37,869,14.4,0,0,0,0,0,23.486486486486488
"kobi-simmons-1",12,146,36,18,11,6,6,3,"Kobi","Simmons",1072,37,868.9999999999999,8.876712328767123,2.7123287671232874,4.438356164383562,1.4794520547945205,1.4794520547945205,0.7397260273972602,23.486486486486484
"kosta-koufos-1",1,179,73,54,6,2,6,8,"Kosta","Koufos",378.0000000000001,37.000000000000014,1002.0000000000001,14.681564245810057,1.2067039106145252,10.860335195530727,0.4022346368715084,1.2067039106145252,1.6089385474860336,27.081081081081074
"kosta-koufos-1",2,27,9,2,0,1,0,1,"Kosta","Koufos",378.00000000000006,37,1002,12,0,2.6666666666666665,1.3333333333333333,0,1.3333333333333333,27.08108108108108
"kosta-koufos-1",11,178,49,40,7,3,11,14,"Kosta","Koufos",378.0000000000001,37.000000000000014,1002.0000000000001,9.910112359550562,1.4157303370786516,8.089887640449438,0.6067415730337078,2.2247191011235956,2.831460674157303,27.081081081081074
"kosta-koufos-1",12,183,93,42,7,6,9,8,"Kosta","Koufos",378.0000000000001,37.000000000000014,1002.0000000000001,18.295081967213115,1.3770491803278688,8.262295081967213,1.180327868852459,1.7704918032786885,1.5737704918032787,27.081081081081074
"kosta-perovic-1",1,7,4,4,0,0,0,1,"Kosta","Perovic",,,,20.57142857142857,0,20.57142857142857,0,0,5.142857142857142,
"kosta-perovic-1",3,4,0,1,0,0,0,0,"Kosta","Perovic",,,,0,0,9,0,0,0,
"kosta-perovic-1",4,27,6,8,1,0,1,1,"Kosta","Perovic",,,,8,1.3333333333333333,10.666666666666666,0,1.3333333333333333,1.3333333333333333,
"kostas-antetokounmpo-1",3,11,2,1,0,2,1,0,"Kostas","Antetokounmpo",1094,29,437,6.545454545454546,0,3.272727272727273,6.545454545454546,3.272727272727273,0,15.068965517241379
"kostas-papanikolaou-1",1,186,36,26,14,10,12,1,"Kostas","Papanikolaou",,,,6.967741935483871,2.709677419354839,5.032258064516128,1.935483870967742,2.32258064516129,0.19354838709677422,
"kostas-papanikolaou-1",2,47,12,3,6,2,2,2,"Kostas","Papanikolaou",,,,9.191489361702127,4.595744680851063,2.2978723404255317,1.5319148936170213,1.5319148936170213,1.5319148936170213,
"kostas-papanikolaou-1",4,22,0,3,1,0,3,0,"Kostas","Papanikolaou",,,,0,1.6363636363636365,4.909090909090908,0,4.909090909090908,0,
"kostas-papanikolaou-1",5,19,3,2,0,0,5,0,"Kostas","Papanikolaou",,,,5.684210526315789,0,3.789473684210526,0,9.473684210526315,0,
"kostas-papanikolaou-1",10,42,16,8,8,3,2,1,"Kostas","Papanikolaou",,,,13.714285714285714,6.857142857142857,6.857142857142857,2.571428571428571,1.7142857142857142,0.8571428571428571,
"kostas-papanikolaou-1",11,393,88,65,45,13,33,8,"Kostas","Papanikolaou",,,,8.061068702290076,4.122137404580153,5.954198473282443,1.1908396946564885,3.0229007633587788,0.7328244274809161,
"kostas-papanikolaou-1",12,110,30,13,11,1,3,1,"Kostas","Papanikolaou",,,,9.818181818181817,3.6,4.254545454545455,0.32727272727272727,0.9818181818181818,0.32727272727272727,
"kris-dunn-1",1,262,52,35,45,12,24,11,"Kris","Dunn",913.9999999999998,95.00000000000001,2991.9999999999995,7.145038167938932,6.183206106870229,4.809160305343512,1.6488549618320612,3.2977099236641223,1.5114503816793894,31.494736842105254
"kris-dunn-1",2,108,18,13,16,3,7,3,"Kris","Dunn",913.9999999999999,95,2992,6,5.333333333333333,4.333333333333333,1,2.333333333333333,1,31.49473684210526
"kris-dunn-1",3,273,70,33,19,23,11,9,"Kris","Dunn",913.9999999999998,95.00000000000001,2991.9999999999995,9.23076923076923,2.5054945054945055,4.351648351648351,3.0329670329670333,1.4505494505494507,1.1868131868131868,31.494736842105254
"kris-dunn-1",4,129,19,11,28,7,7,2,"Kris","Dunn",913.9999999999999,95,2992,5.302325581395349,7.813953488372093,3.0697674418604652,1.9534883720930232,1.9534883720930232,0.5581395348837209,31.49473684210526
"kris-dunn-1",10,35,12,5,5,1,2,0,"Kris","Dunn",914,95,2992,12.342857142857143,5.142857142857142,5.142857142857142,1.0285714285714285,2.057142857142857,0,31.49473684210526
"kris-dunn-1",11,283,47,37,40,23,22,6,"Kris","Dunn",913.9999999999998,95.00000000000001,2991.9999999999995,5.978798586572438,5.088339222614842,4.7067137809187285,2.9257950530035335,2.7985865724381624,0.7632508833922262,31.494736842105254
"kris-dunn-1",12,241,75,32,35,9,16,5,"Kris","Dunn",913.9999999999998,95.00000000000001,2991.9999999999995,11.203319502074688,5.228215767634855,4.780082987551867,1.3443983402489625,2.3900414937759336,0.7468879668049793,31.494736842105254
"kris-humphries-1",1,109,31,19,6,3,4,3,"Kris","Humphries",93,29,988,10.238532110091743,1.981651376146789,6.275229357798166,0.9908256880733946,1.3211009174311927,0.9908256880733946,34.06896551724138
"kris-humphries-1",2,101,30,27,6,1,6,2,"Kris","Humphries",92.99999999999999,29,988,10.693069306930692,2.1386138613861387,9.623762376237625,0.3564356435643564,2.1386138613861387,0.7128712871287128,34.06896551724138
"kris-humphries-1",3,222,71,51,11,8,15,7,"Kris","Humphries",93,29,988,11.513513513513514,1.7837837837837838,8.27027027027027,1.2972972972972974,2.4324324324324325,1.135135135135135,34.06896551724138
"kris-humphries-1",4,244,89,55,12,9,11,2,"Kris","Humphries",92.99999999999999,29,988,13.131147540983607,1.7704918032786885,8.114754098360656,1.3278688524590163,1.6229508196721312,0.29508196721311475,34.06896551724138
"kris-humphries-1",11,34,14,4,1,1,3,1,"Kris","Humphries",93,29.000000000000004,988.0000000000001,14.823529411764705,1.0588235294117647,4.235294117647059,1.0588235294117647,3.1764705882352944,1.0588235294117647,34.06896551724138
"kris-humphries-1",12,163,43,41,7,3,13,3,"Kris","Humphries",93,29,988,9.496932515337422,1.5460122699386503,9.05521472392638,0.6625766871165645,2.871165644171779,0.6625766871165645,34.06896551724138
"kris-joseph-1",4,31,2,2,0,3,0,0,"Kris","Joseph",638,140,3724,2.32258064516129,0,2.32258064516129,3.4838709677419355,0,0,26.6
"kris-joseph-1",11,8,2,1,1,0,1,0,"Kris","Joseph",638,140,3724,9,4.5,4.5,0,4.5,0,26.6
"kris-joseph-1",12,15,5,4,0,0,1,0,"Kris","Joseph",638,140,3724,12,0,9.6,0,2.4,0,26.6
"kristaps-porzingis-1",1,472,244,115,23,16,22,26,"Kristaps","Porzingis",,,,18.610169491525422,1.7542372881355932,8.771186440677965,1.2203389830508475,1.6779661016949152,1.9830508474576272,
"kristaps-porzingis-1",2,317,163,65,12,7,17,23,"Kristaps","Porzingis",,,,18.511041009463725,1.362776025236593,7.381703470031546,0.7949526813880127,1.9305993690851735,2.6119873817034702,
"kristaps-porzingis-1",3,360,186,83,21,6,21,18,"Kristaps","Porzingis",,,,18.6,2.1,8.3,0.6,2.1,1.8,
"kristaps-porzingis-1",10,71,34,19,1,4,7,2,"Kristaps","Porzingis",,,,17.239436619718308,0.5070422535211268,9.633802816901408,2.028169014084507,3.549295774647887,1.0140845070422535,
"kristaps-porzingis-1",11,433,212,148,15,10,25,32,"Kristaps","Porzingis",,,,17.625866050808312,1.2471131639722863,12.30484988452656,0.8314087759815243,2.0785219399538106,2.6605080831408774,
"kristaps-porzingis-1",12,394,189,96,22,10,29,33,"Kristaps","Porzingis",,,,17.269035532994923,2.0101522842639596,8.771573604060913,0.9137055837563451,2.649746192893401,3.015228426395939,
"kyle-anderson-1",1,17,2,5,6,2,2,0,"Kyle","Anderson",,,,4.235294117647059,12.705882352941178,10.588235294117647,4.235294117647059,4.235294117647059,0,
"kyle-anderson-1",3,5,2,1,0,0,0,0,"Kyle","Anderson",,,,14.4,0,7.2,0,0,0,
"kyle-anderson-1",4,13,2,3,0,2,0,0,"Kyle","Anderson",,,,5.538461538461538,0,8.307692307692308,5.538461538461538,0,0,
"kyle-anderson-1",11,96,6,18,7,3,1,3,"Kyle","Anderson",,,,2.25,2.625,6.75,1.125,0.375,1.125,
"kyle-anderson-1",12,223,62,45,15,8,7,4,"Kyle","Anderson",,,,10.008968609865471,2.42152466367713,7.26457399103139,1.2914798206278026,1.1300448430493273,0.6457399103139013,
"kyle-collinsworth-1",1,93,23,26,7,6,4,0,"Kyle","Collinsworth",1001.9999999999999,140,4326,8.903225806451612,2.709677419354839,10.064516129032256,2.32258064516129,1.5483870967741937,0,30.9
"kyle-collinsworth-1",2,87,17,12,9,2,5,2,"Kyle","Collinsworth",1002,140,4326,7.03448275862069,3.7241379310344827,4.9655172413793105,0.8275862068965517,2.0689655172413794,0.8275862068965517,30.9
"kyle-collinsworth-1",3,168,28,43,20,6,8,4,"Kyle","Collinsworth",1002,140,4326,6,4.285714285714286,9.214285714285714,1.2857142857142856,1.7142857142857142,0.8571428571428571,30.9
"kyle-collinsworth-1",4,108,29,24,18,2,6,3,"Kyle","Collinsworth",1002,140,4326,9.666666666666668,6,8,0.6666666666666666,2,1,30.9
"kyle-collinsworth-1",12,22,4,2,2,1,1,0,"Kyle","Collinsworth",1002,140,4326,6.545454545454546,3.272727272727273,3.272727272727273,1.6363636363636365,1.6363636363636365,0,30.9
"kyle-korver-1",1,172,69,21,7,2,7,0,"Kyle","Korver",45,128,3544.9999999999995,14.441860465116278,1.4651162790697676,4.395348837209302,0.41860465116279066,1.4651162790697676,0,27.695312499999996
"kyle-korver-1",2,136,38,24,6,5,3,2,"Kyle","Korver",45,128,3544.9999999999995,10.058823529411764,1.5882352941176472,6.352941176470589,1.3235294117647058,0.7941176470588236,0.5294117647058824,27.695312499999996
"kyle-korver-1",3,219,87,25,13,4,10,1,"Kyle","Korver",45,128,3545,14.301369863013697,2.1369863013698627,4.10958904109589,0.6575342465753424,1.643835616438356,0.1643835616438356,27.6953125
"kyle-korver-1",4,93,24,10,3,5,6,0,"Kyle","Korver",45,128,3545,9.29032258064516,1.161290322580645,3.870967741935484,1.935483870967742,2.32258064516129,0,27.6953125
"kyle-korver-1",10,4,0,0,0,0,0,0,"Kyle","Korver",45,128,3545,0,0,0,0,0,0,27.6953125
"kyle-korver-1",11,47,15,10,1,2,3,0,"Kyle","Korver",45,128,3544.999999999999,11.48936170212766,0.7659574468085106,7.659574468085107,1.5319148936170213,2.2978723404255317,0,27.695312499999993
"kyle-korver-1",12,204,97,21,10,7,12,5,"Kyle","Korver",45,128,3544.999999999999,17.11764705882353,1.7647058823529411,3.705882352941176,1.2352941176470589,2.1176470588235294,0.8823529411764706,27.695312499999993
"kyle-kuzma-1",1,385,187,59,32,11,29,8,"Kyle","Kuzma",1036,96,2016.0000000000002,17.485714285714284,2.9922077922077923,5.5168831168831165,1.0285714285714285,2.7116883116883117,0.7480519480519481,21.000000000000004
"kyle-kuzma-1",2,241,115,58,12,7,10,6,"Kyle","Kuzma",1036,96,2016,17.178423236514522,1.79253112033195,8.663900414937759,1.045643153526971,1.4937759336099585,0.896265560165975,21
"kyle-kuzma-1",3,533,262,119,33,12,25,7,"Kyle","Kuzma",1036,96,2016.0000000000002,17.696060037523452,2.2288930581613506,8.037523452157599,0.8105065666041276,1.6885553470919323,0.4727954971857411,21.000000000000004
"kyle-kuzma-1",4,136,71,19,4,3,14,1,"Kyle","Kuzma",1036,96,2016,18.794117647058826,1.0588235294117647,5.029411764705882,0.7941176470588236,3.705882352941176,0.2647058823529412,21
"kyle-kuzma-1",10,185,98,35,12,4,9,0,"Kyle","Kuzma",1036,96,2016,19.07027027027027,2.3351351351351353,6.810810810810811,0.7783783783783784,1.7513513513513514,0,21
"kyle-kuzma-1",11,442,236,87,20,4,30,2,"Kyle","Kuzma",1036,96,2016.0000000000002,19.221719457013574,1.6289592760180995,7.085972850678733,0.3257918552036199,2.443438914027149,0.16289592760180996,21.000000000000004
"kyle-kuzma-1",12,480,273,106,28,8,23,10,"Kyle","Kuzma",1036,96,2016.0000000000002,20.474999999999998,2.1,7.949999999999999,0.6,1.725,0.75,21.000000000000004
"kyle-lowry-1",11,174,56,31,32,14,12,1,"Kyle","Lowry",253.99999999999997,57.00000000000001,1520.9999999999998,11.586206896551724,6.620689655172414,6.413793103448276,2.896551724137931,2.4827586206896552,0.20689655172413793,26.68421052631578
"kyle-o'quinn-1",1,49,20,12,2,1,2,3,"Kyle","O'Quinn",,,,14.693877551020408,1.4693877551020407,8.816326530612244,0.7346938775510203,1.4693877551020407,2.204081632653061,
"kyle-o'quinn-1",2,165,72,55,13,5,8,5,"Kyle","O'Quinn",,,,15.709090909090909,2.836363636363636,12,1.0909090909090908,1.7454545454545454,1.0909090909090908,
"kyle-o'quinn-1",3,221,74,70,18,3,13,6,"Kyle","O'Quinn",,,,12.054298642533936,2.9321266968325794,11.402714932126695,0.4886877828054299,2.1176470588235294,0.9773755656108598,
"kyle-o'quinn-1",4,115,36,45,11,1,9,3,"Kyle","O'Quinn",,,,11.269565217391305,3.4434782608695653,14.08695652173913,0.3130434782608696,2.8173913043478263,0.9391304347826086,
"kyle-o'quinn-1",11,50,16,20,6,1,3,5,"Kyle","O'Quinn",,,,11.52,4.32,14.4,0.72,2.16,3.6,
"kyle-o'quinn-1",12,36,14,7,2,0,2,4,"Kyle","O'Quinn",,,,14,2,7,0,2,4,
"kyle-singler-1",1,335,99,45,22,15,18,6,"Kyle","Singler",667.9999999999999,148.00000000000003,4883.999999999999,10.638805970149253,2.364179104477612,4.835820895522388,1.6119402985074627,1.9343283582089552,0.6447761194029851,32.999999999999986
"kyle-singler-1",2,412,140,62,12,7,19,6,"Kyle","Singler",667.9999999999999,148.00000000000006,4884,12.233009708737864,1.0485436893203883,5.417475728155339,0.6116504854368932,1.6601941747572815,0.5242718446601942,32.999999999999986
"kyle-singler-1",3,426,128,65,9,11,19,7,"Kyle","Singler",667.9999999999999,148.00000000000006,4884,10.816901408450704,0.7605633802816901,5.492957746478874,0.9295774647887325,1.6056338028169013,0.591549295774648,32.999999999999986
"kyle-singler-1",4,190,63,30,3,6,8,2,"Kyle","Singler",668.0000000000001,148,4883.999999999999,11.936842105263157,0.5684210526315789,5.684210526315789,1.1368421052631579,1.5157894736842106,0.37894736842105264,32.99999999999999
"kyle-singler-1",10,16,10,2,0,0,1,1,"Kyle","Singler",668,148,4884,22.5,0,4.5,0,2.25,2.25,33
"kyle-singler-1",11,437,158,56,17,8,12,9,"Kyle","Singler",667.9999999999999,148.00000000000006,4884,13.016018306636155,1.40045766590389,4.613272311212815,0.6590389016018307,0.9885583524027459,0.7414187643020594,32.999999999999986
"kyle-singler-1",12,480,122,70,14,10,21,6,"Kyle","Singler",667.9999999999999,148.00000000000006,4884,9.149999999999999,1.05,5.25,0.75,1.575,0.45,32.999999999999986
"kyle-weaver-1",1,198,47,26,21,5,13,1,"Kyle","Weaver",398.99999999999994,121,3605,8.545454545454545,3.8181818181818183,4.7272727272727275,0.9090909090909091,2.3636363636363638,0.18181818181818182,29.793388429752067
"kyle-weaver-1",2,369,83,39,22,15,11,9,"Kyle","Weaver",398.99999999999994,120.99999999999999,3604.9999999999995,8.097560975609756,2.1463414634146343,3.804878048780488,1.4634146341463414,1.0731707317073171,0.8780487804878049,29.793388429752067
"kyle-weaver-1",3,338,107,28,27,16,22,6,"Kyle","Weaver",399,120.99999999999999,3605,11.396449704142013,2.8757396449704142,2.9822485207100593,1.7041420118343196,2.3431952662721893,0.6390532544378699,29.79338842975207
"kyle-weaver-1",4,159,36,25,12,7,13,5,"Kyle","Weaver",399.00000000000006,121,3605,8.150943396226415,2.7169811320754715,5.660377358490566,1.5849056603773584,2.943396226415094,1.1320754716981132,29.793388429752067
"kyle-weaver-1",10,2,0,0,1,0,0,0,"Kyle","Weaver",399,121,3605,0,18,0,0,0,0,29.793388429752067
"kyle-weaver-1",11,45,14,5,14,2,5,2,"Kyle","Weaver",399.00000000000006,121,3605,11.2,11.2,4,1.6,4,1.6,29.793388429752067
"kyle-weaver-1",12,56,12,7,4,2,5,2,"Kyle","Weaver",399,120.99999999999999,3604.9999999999995,7.7142857142857135,2.571428571428571,4.5,1.2857142857142856,3.2142857142857144,1.2857142857142856,29.793388429752067
"kyle-wiltjer-1",3,9,3,3,2,3,1,0,"Kyle","Wiltjer",973,147,3498,12,8,12,12,4,0,23.79591836734694
"kyle-wiltjer-1",4,6,0,0,0,0,1,0,"Kyle","Wiltjer",973,147,3498,0,0,0,0,6,0,23.79591836734694
"kyle-wiltjer-1",5,5,3,0,0,0,0,0,"Kyle","Wiltjer",973,147,3498,21.599999999999998,0,0,0,0,0,23.79591836734694
"kyle-wiltjer-1",10,1,0,0,0,0,0,0,"Kyle","Wiltjer",973,147,3498,0,0,0,0,0,0,23.79591836734694
"kyle-wiltjer-1",11,6,0,2,0,0,2,0,"Kyle","Wiltjer",973,147,3498,0,0,12,0,12,0,23.79591836734694
"kyle-wiltjer-1",12,23,10,5,0,0,1,1,"Kyle","Wiltjer",973.0000000000001,147,3498,15.652173913043478,0,7.826086956521739,0,1.5652173913043477,1.5652173913043477,23.79591836734694
"kyrie-irving-1",1,495,321,54,80,11,58,8,"Kyrie","Irving",552,11.000000000000002,302,23.345454545454544,5.818181818181818,3.9272727272727272,0.8,4.218181818181819,0.5818181818181818,27.45454545454545
"kyrie-irving-1",2,354,193,38,56,10,28,7,"Kyrie","Irving",552,10.999999999999998,302,19.6271186440678,5.694915254237289,3.864406779661017,1.0169491525423728,2.8474576271186445,0.7118644067796611,27.45454545454546
"kyrie-irving-1",3,487,298,75,101,22,54,3,"Kyrie","Irving",552,11.000000000000002,302,22.028747433264886,7.46611909650924,5.544147843942506,1.6262833675564683,3.991786447638604,0.22176591375770022,27.45454545454545
"kyrie-irving-1",4,145,92,12,20,7,13,1,"Kyrie","Irving",552,11.000000000000002,302,22.84137931034483,4.9655172413793105,2.979310344827586,1.7379310344827585,3.2275862068965515,0.2482758620689655,27.45454545454545
"kyrie-irving-1",12,80,40,12,18,4,7,1,"Kyrie","Irving",552,11,302,18,8.1,5.3999999999999995,1.8,3.15,0.45,27.454545454545453
"kyrylo-fesenko-1",3,7,4,2,0,0,0,0,"Kyrylo","Fesenko",,,,20.57142857142857,0,10.285714285714285,0,0,0,
"kyrylo-fesenko-1",11,17,6,7,1,0,2,0,"Kyrylo","Fesenko",,,,12.705882352941178,2.1176470588235294,14.823529411764705,0,4.235294117647059,0,
"kyrylo-fesenko-1",12,46,4,16,1,0,6,3,"Kyrylo","Fesenko",,,,3.1304347826086953,0.7826086956521738,12.521739130434781,0,4.695652173913043,2.3478260869565215,
"lamar-patterson-1",1,18,2,0,0,0,0,0,"Lamar","Patterson",874,149,3619.9999999999995,4,0,0,0,0,0,24.295302013422816
"lamar-patterson-1",2,15,5,1,2,2,3,0,"Lamar","Patterson",874,149,3619.9999999999995,12,4.8,2.4,4.8,7.2,0,24.295302013422816
"lamar-patterson-1",4,10,3,4,2,0,2,0,"Lamar","Patterson",874,149,3620,10.799999999999999,7.2,14.4,0,7.2,0,24.29530201342282
"lamar-patterson-1",5,10,3,1,1,1,2,0,"Lamar","Patterson",874,149,3620,10.799999999999999,3.6,3.6,3.6,7.2,0,24.29530201342282
"lamar-patterson-1",10,60,17,5,5,2,2,0,"Lamar","Patterson",874,149,3619.9999999999995,10.2,3,3,1.2,1.2,0,24.295302013422816
"lamar-patterson-1",11,159,32,23,19,3,9,1,"Lamar","Patterson",873.9999999999999,148.99999999999994,3619.9999999999995,7.245283018867925,4.30188679245283,5.2075471698113205,0.6792452830188679,2.0377358490566038,0.22641509433962265,24.295302013422823
"lamar-patterson-1",12,142,28,21,13,2,9,1,"Lamar","Patterson",874,148.99999999999994,3619.9999999999995,7.098591549295774,3.295774647887324,5.323943661971831,0.5070422535211268,2.2816901408450705,0.2535211267605634,24.295302013422823
"lamarcus-aldridge-1",1,296,116,54,6,2,13,17,"LaMarcus","Aldridge",215,52.99999999999999,1600,14.108108108108109,0.7297297297297298,6.5675675675675675,0.24324324324324326,1.5810810810810811,2.0675675675675675,30.188679245283023
"lamarcus-aldridge-1",2,236,86,52,3,1,7,15,"LaMarcus","Aldridge",215,52.999999999999986,1600,13.118644067796609,0.4576271186440678,7.932203389830509,0.15254237288135594,1.0677966101694916,2.288135593220339,30.188679245283026
"lamarcus-aldridge-1",3,454,221,120,7,13,12,24,"LaMarcus","Aldridge",215,52.99999999999999,1600,17.524229074889867,0.5550660792951542,9.515418502202643,1.0308370044052864,0.9515418502202644,1.9030837004405288,30.188679245283023
"lamarcus-aldridge-1",11,211,80,47,5,5,4,8,"LaMarcus","Aldridge",215,52.999999999999986,1600,13.649289099526065,0.8530805687203791,8.018957345971565,0.8530805687203791,0.6824644549763034,1.3649289099526067,30.188679245283026
"lamarcus-aldridge-1",12,179,62,39,3,1,7,9,"LaMarcus","Aldridge",215,52.99999999999999,1600,12.46927374301676,0.6033519553072626,7.843575418994413,0.2011173184357542,1.4078212290502794,1.8100558659217878,30.188679245283023
"lance-allred-1",3,0,0,0,0,0,0,0,"Lance","Allred",291,95,1966,,,,,,,20.694736842105264
"lance-allred-1",4,10,3,1,0,0,0,0,"Lance","Allred",291,95,1966,10.799999999999999,0,3.6,0,0,0,20.694736842105264
"lance-stephenson-1",2,4,2,1,2,0,1,0,"Lance","Stephenson",516,34,958,18,18,9,0,9,0,28.176470588235293
"lance-stephenson-1",3,109,35,17,19,4,15,0,"Lance","Stephenson",516,34,958.0000000000002,11.559633027522937,6.275229357798166,5.614678899082569,1.3211009174311927,4.954128440366973,0,28.1764705882353
"lance-thomas-1",2,115,31,37,1,2,7,0,"Lance","Thomas",590.9999999999999,140,2758,9.704347826086956,0.3130434782608696,11.582608695652173,0.6260869565217392,2.191304347826087,0,19.7
"lance-thomas-1",3,317,101,57,4,6,15,3,"Lance","Thomas",590.9999999999999,139.99999999999994,2757.9999999999995,11.470031545741325,0.45425867507886436,6.473186119873817,0.6813880126182965,1.7034700315457412,0.34069400630914826,19.700000000000006
"lance-thomas-1",4,190,33,32,7,2,2,4,"Lance","Thomas",590.9999999999999,139.99999999999997,2758,6.252631578947369,1.3263157894736841,6.063157894736842,0.37894736842105264,0.37894736842105264,0.7578947368421053,19.700000000000003
"lance-thomas-1",12,4,1,0,0,0,0,0,"Lance","Thomas",591,140,2758,9,0,0,0,0,0,19.7
"landry-fields-1",1,485,155,96,29,18,21,6,"Landry","Fields",483,129,3044,11.505154639175256,2.1525773195876288,7.125773195876288,1.336082474226804,1.5587628865979382,0.445360824742268,23.5968992248062
"landry-fields-1",2,350,92,66,21,10,18,2,"Landry","Fields",483,129,3044,9.462857142857143,2.16,6.788571428571429,1.0285714285714285,1.8514285714285714,0.2057142857142857,23.5968992248062
"landry-fields-1",3,509,178,87,34,12,14,0,"Landry","Fields",482.99999999999994,129,3044,12.589390962671906,2.404715127701375,6.153241650294695,0.8487229862475442,0.9901768172888016,0,23.5968992248062
"landry-fields-1",4,241,60,38,16,9,15,4,"Landry","Fields",483,129,3044,8.962655601659751,2.3900414937759336,5.676348547717842,1.3443983402489625,2.240663900414938,0.5975103734439834,23.5968992248062
"landry-fields-1",10,89,33,22,5,2,1,1,"Landry","Fields",483,129,3044,13.348314606741575,2.0224719101123596,8.898876404494382,0.8089887640449438,0.4044943820224719,0.4044943820224719,23.5968992248062
"landry-fields-1",11,486,172,114,26,15,23,3,"Landry","Fields",483,129,3044,12.74074074074074,1.9259259259259258,8.444444444444445,1.1111111111111112,1.7037037037037037,0.2222222222222222,23.5968992248062
"landry-fields-1",12,450,114,103,29,16,19,4,"Landry","Fields",483,129,3043.9999999999995,9.120000000000001,2.32,8.24,1.28,1.52,0.32,23.596899224806197
"landry-shamet-1",1,289,143,25,23,8,7,2,"Landry","Shamet",1162,71.00000000000001,2030.0000000000002,17.813148788927336,2.865051903114187,3.1141868512110724,0.9965397923875433,0.8719723183391004,0.24913494809688583,28.591549295774644
"landry-shamet-1",2,262,85,11,12,8,8,0,"Landry","Shamet",1162,71,2030,11.679389312977099,1.6488549618320612,1.5114503816793894,1.099236641221374,1.099236641221374,0,28.591549295774648
"landry-shamet-1",3,387,160,34,34,5,7,1,"Landry","Shamet",1162,71.00000000000001,2030.0000000000002,14.883720930232558,3.1627906976744184,3.1627906976744184,0.46511627906976744,0.6511627906976744,0.09302325581395349,28.591549295774644
"landry-shamet-1",4,288,88,24,23,6,12,1,"Landry","Shamet",1162,71,2030,11,2.875,3,0.75,1.5,0.125,28.591549295774648
